filecode,inputLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,TotalQ,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Multi,Codes,1675,Account
09S,872,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,,ARCA,100,104.8,-10480,-0.51,8794.91,-1685.6,1,MSL;C,CS,IB9048
09S,873,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-2,87.845159,-209.6,-0.0102,-175.69,-33.92,1,MSL;C;ST,C,IB9048
09S,874,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-2,87.926168,-4.192,-0.000204,-175.85,-33.76,1,MSL;C;ST;ST,C,IB9048
09S,875,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-20,87.938893,-0.8384,-0.0000408,-1758.78,-337.32,1,MSL;C;ST;ST;ST,C,IB9048
09S,876,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-3,87.948235,-0.025152,-0.000001224,-263.84,-50.57,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,877,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-50,87.950972,-0.012576,-0.000000612,-4397.55,-842.71,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,878,S,LNKD,LNKD,,,,2012-07-09 09:38:54,100,2012-07-06 12:43:15,ARCA,-23,87.964985,-0.00289248,-1.4076E-07,-2023.19,-387.32,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,879,S,ALXA,ALXA,,,,2012-07-09 11:13:37,1000,,ISLAND,100,4.02,-402,-0.5,402.5,0,1,P;O,O,IB9048
09S,880,S,ALXA,ALXA,,,,2012-07-09 11:13:37,1000,,ISLAND,200,4.02,-804,0.05,803.95,0,1,P;O,O,IB9048
09S,881,S,ALXA,ALXA,,,,2012-07-09 11:13:37,1000,,ISLAND,200,4.02,-804,-0.3,804.3,0,1,P;O,O,IB9048
09S,882,S,ALXA,ALXA,,,,2012-07-09 11:14:17,1000,,ISLAND,500,4.02,-2010,-0.75,2010.75,0,1,P;O,O,IB9048
09S,883,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,,NYSE,100,102.6,-10260,-0.57,8875.88,-1384.69,1,MSL;C,CS,IB9048
09S,884,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-02-17 16:20:00,NYSE,-5,88.695157,-513,-0.0285,-443.48,-69.55,1,MSL;C;ST,C,IB9048
09S,885,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-06-29 09:54:04,NYSE,-22,88.753369,-112.86,-0.00627,-1952.57,-304.75,1,MSL;C;ST;ST,C,IB9048
09S,886,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-06-29 09:54:04,NYSE,-50,88.761225,-56.43,-0.003135,-4438.06,-692.22,1,MSL;C;ST;ST;ST,C,IB9048
09S,887,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-06-29 09:54:04,NYSE,-12,88.765644,-6.7716,-0.0003762,-1065.19,-166.08,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,888,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-06-29 09:54:04,NYSE,-5,88.775238,-0.33858,-0.00001881,-443.88,-69.15,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,889,S,LNKD,LNKD,,,,2012-07-09 14:49:58,100,2012-06-29 09:54:04,NYSE,-6,88.784579,-0.0203148,-1.1286E-06,-532.71,-82.93,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,890,S,LNKD,LNKD,,,,2012-07-09 15:39:39,-100,,NYSE,-100,103.1,10310,-0.8,-10309.2,1685.6,1,O,O,IB9048
09S,891,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,,ARCA,100,102.6,-10260,-0.51,8623.6,-1636.91,1,MSL;C,CS,IB9048
09S,892,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-2,86.132038,-205.2,-0.0102,-172.26,-32.95,1,MSL;C;ST,C,IB9048
09S,893,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-2,86.213046,-4.104,-0.000204,-172.43,-32.78,1,MSL;C;ST;ST,C,IB9048
09S,894,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-20,86.225771,-0.8208,-0.0000408,-1724.52,-327.59,1,MSL;C;ST;ST;ST,C,IB9048
09S,895,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-3,86.235113,-0.024624,-0.000001224,-258.71,-49.11,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,896,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-50,86.237851,-0.012312,-0.000000612,-4311.89,-818.36,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,897,S,LNKD,LNKD,,,,2012-07-10 10:10:11,100,2012-07-09 15:39:39,ARCA,-23,86.251863,-0.00283176,-1.4076E-07,-1983.79,-376.12,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,898,S,LNKD,LNKD,,,,2012-07-10 10:14:09,-100,,NYSE,-100,102.86,10286,-0.8,-10285.2,1384.69,1,O,O,IB9048
09S,899,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,,NYSE,100,102.55,-10255,-0.57,8899.12,-1356.45,1,MSL;C,CS,IB9048
09S,900,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-02 09:58:18,NYSE,-2,88.924374,-205.1,-0.0114,-177.85,-27.26,1,MSL;C;ST,C,IB9048
09S,901,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-10 10:14:09,NYSE,-5,88.941441,-10.255,-0.00057,-444.71,-68.07,1,MSL;C;ST;ST,C,IB9048
09S,902,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-02 09:58:18,NYSE,-20,88.971506,-2.051,-0.000114,-1779.43,-271.68,1,MSL;C;ST;ST;ST,C,IB9048
09S,903,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-02 09:58:18,NYSE,-29,88.999037,-0.59479,-0.00003306,-2580.97,-393.14,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,904,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-10 10:14:09,NYSE,-22,88.999653,-0.1308538,-7.2732E-06,-1957.99,-298.23,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,905,S,LNKD,LNKD,,,,2012-07-10 10:19:50,100,2012-07-10 10:14:09,NYSE,-22,89.007509,-0.028787836,-1.6001E-06,-1958.17,-298.06,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,906,S,LNKD,LNKD,,,,2012-07-10 10:21:09,-100,,NYSE,-100,102.82,10282,-0.8,-10281.2,1636.91,1,O,O,IB9048
09S,907,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,,NYSE,100,102.5,-10250,-0.57,8644.28,-1606.29,1,MSL;C,CS,IB9048
09S,908,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-2,86.338922,-205,-0.0114,-172.68,-32.33,1,MSL;C;ST,C,IB9048
09S,909,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-2,86.419931,-4.1,-0.000228,-172.84,-32.17,1,MSL;C;ST;ST,C,IB9048
09S,910,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-20,86.432656,-0.82,-0.0000456,-1728.65,-321.46,1,MSL;C;ST;ST;ST,C,IB9048
09S,911,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-3,86.441998,-0.0246,-0.000001368,-259.33,-48.19,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,912,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-50,86.444735,-0.0123,-0.000000684,-4322.24,-803.05,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,913,S,LNKD,LNKD,,,,2012-07-10 10:23:19,100,2012-07-10 10:21:09,NYSE,-23,86.458748,-0.002829,-1.5732E-07,-1988.55,-369.08,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,914,S,LNKD,LNKD,,,,2012-07-10 10:24:34,-100,,NYSE,-100,102.8,10280,-0.8,-10279.2,1356.45,1,O,O,IB9048
09S,915,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,,NYSE,100,102.45,-10245,-0.57,8901.33,-1344.24,1,MSL;C,CS,IB9048
09S,916,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-10 10:14:09,NYSE,-28,89.007509,-2868.6,-0.1596,-2492.21,-376.55,1,MSL;C;ST,C,IB9048
09S,917,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-10 10:14:09,NYSE,-12,89.011927,-344.232,-0.019152,-1068.14,-161.33,1,MSL;C;ST;ST,C,IB9048
09S,918,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-02 09:58:18,NYSE,-42,89.01305,-144.57744,-0.00804384,-3738.55,-564.59,1,MSL;C;ST;ST;ST,C,IB9048
09S,919,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-02 09:58:18,NYSE,-1,89.013813,-1.4457744,-8.04384E-05,-89.01,-13.44,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,920,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-02 09:58:18,NYSE,-6,89.020749,-0.086746464,-4.8263E-06,-534.12,-80.61,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,921,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-10 10:14:09,NYSE,-5,89.021521,-0.004337323,-2.41315E-07,-445.11,-67.17,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,922,S,LNKD,LNKD,,,,2012-07-10 10:26:34,100,2012-07-10 10:14:09,NYSE,-6,89.030863,-0.000260239,-1.44789E-08,-534.19,-80.55,1,MSL;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,923,S,LNKD,LNKD,,,,2012-07-10 11:02:39,100,,NYSE,100,101.1,-10110,-0.57,8907.64,-1202.93,1,MSL;C,CS,IB9048
09S,924,S,LNKD,LNKD,,,,2012-07-10 11:02:39,100,2012-06-29 10:58:51,NYSE,-86,89.075236,-8694.6,-0.4902,-7660.47,-1034.62,1,MSL;C;ST,C,IB9048
09S,925,S,LNKD,LNKD,,,,2012-07-10 11:02:39,100,2012-06-29 10:58:51,NYSE,-2,89.083382,-173.892,-0.009804,-178.17,-24.04,1,MSL;C;ST;ST,C,IB9048
09S,926,S,LNKD,LNKD,,,,2012-07-10 11:02:39,100,2012-06-29 10:58:51,NYSE,-12,89.083383,-20.86704,-0.00117648,-1069,-144.27,1,MSL;C;ST;ST;ST,C,IB9048
09S,927,S,LNKD,LNKD,,,,2012-07-10 11:21:41,-100,,NYSE,-100,101.5,10150,-0.8,-10149.2,1606.29,1,O,O,IB9048
09S,928,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,,NYSE,100,101.09,-10109,-0.57,8542.92,-1566.65,1,MSL;C,CS,IB9048
09S,929,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-2,85.325236,-202.18,-0.0114,-170.65,-31.54,1,MSL;C;ST,C,IB9048
09S,930,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-2,85.406245,-4.0436,-0.000228,-170.81,-31.38,1,MSL;C;ST;ST,C,IB9048
09S,931,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-20,85.41897,-0.80872,-0.0000456,-1708.38,-313.53,1,MSL;C;ST;ST;ST,C,IB9048
09S,932,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-3,85.428312,-0.0242616,-0.000001368,-256.28,-47,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,933,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-50,85.431049,-0.0121308,-0.000000684,-4271.55,-783.23,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,934,S,LNKD,LNKD,,,,2012-07-10 12:16:51,100,2012-07-10 11:21:41,NYSE,-23,85.445062,-0.002790084,-1.5732E-07,-1965.24,-359.96,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,935,S,LNKD,LNKD,,,,2012-07-10 12:34:58,-100,,NYSE,-100,101.3,10130,-0.8,-10129.2,1344.24,1,O,O,IB9048
09S,936,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,,NYSE,100,101.1,-10110,-0.57,8784.96,-1325.61,1,MSL;C,CS,IB9048
09S,937,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-28,87.843828,-2830.8,-0.1596,-2459.63,-371.33,1,MSL;C;ST,C,IB9048
09S,938,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-12,87.848246,-339.696,-0.019152,-1054.18,-159.09,1,MSL;C;ST;ST,C,IB9048
09S,939,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-42,87.849368,-142.67232,-0.00804384,-3689.67,-556.77,1,MSL;C;ST;ST;ST,C,IB9048
09S,940,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-1,87.850132,-1.4267232,-8.04384E-05,-87.85,-13.26,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,941,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-6,87.857067,-0.085603392,-4.8263E-06,-527.14,-79.49,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,942,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-5,87.85784,-0.00428017,-2.41315E-07,-439.29,-66.24,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,943,S,LNKD,LNKD,,,,2012-07-10 12:59:40,100,2012-07-10 12:34:58,NYSE,-6,87.867182,-0.00025681,-1.44789E-08,-527.2,-79.43,1,MSL;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,944,S,LNKD,LNKD,,,,2012-07-10 13:17:44,-100,,NYSE,-100,101.35,10135,-0.8,-10134.2,1202.93,1,O,O,IB9048
09S,945,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,,NYSE,100,101.07,-10107,-0.57,8922.74,-1184.83,1,MSL;C,CS,IB9048
09S,946,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-2,89.160658,-202.14,-0.0114,-178.32,-23.83,1,MSL;C;ST,C,IB9048
09S,947,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-5,89.177726,-10.107,-0.00057,-445.89,-59.49,1,MSL;C;ST;ST,C,IB9048
09S,948,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-20,89.207791,-2.0214,-0.000114,-1784.16,-237.36,1,MSL;C;ST;ST;ST,C,IB9048
09S,949,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-29,89.235322,-0.586206,-0.00003306,-2587.82,-343.37,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,950,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-22,89.235938,-0.12896532,-7.2732E-06,-1963.19,-260.47,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,951,S,LNKD,LNKD,,,,2012-07-10 13:28:41,100,2012-07-10 10:24:34,NYSE,-22,89.243794,-0.02837237,-1.6001E-06,-1963.36,-260.3,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,952,S,LNKD,LNKD,,,,2012-07-10 13:56:21,-100,,NYSE,-100,101.35,10135,-0.8,-10134.2,1566.65,1,O,O,IB9048
09S,953,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,,NYSE,100,99.75,-9975,-0.57,8567.55,-1408.02,1,MSL;C,CS,IB9048
09S,954,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-2,85.571554,-199.5,-0.0114,-171.14,-28.37,1,MSL;C;ST,C,IB9048
09S,955,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-2,85.652562,-3.99,-0.000228,-171.31,-28.21,1,MSL;C;ST;ST,C,IB9048
09S,956,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-20,85.665288,-0.798,-0.0000456,-1713.31,-281.81,1,MSL;C;ST;ST;ST,C,IB9048
09S,957,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-3,85.674629,-0.02394,-0.000001368,-257.02,-42.24,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,958,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-50,85.677367,-0.01197,-0.000000684,-4283.87,-703.92,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,959,S,LNKD,LNKD,,,,2012-07-10 14:31:26,100,2012-07-10 13:56:21,NYSE,-23,85.691379,-0.0027531,-1.5732E-07,-1970.9,-323.48,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,960,S,LNKD,LNKD,,,,2012-07-10 14:39:59,-100,,NYSE,-100,99.98,9998,-0.79,-9997.21,1325.61,1,O,O,IB9048
09S,961,S,ANR,ANR,,,,2012-07-10 15:07:13,1000,,NYSE,1000,7.5,-7500,-2.2,7502.2,0,1,O,O,IB9048
09S,962,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-10 15:34:29,-4,,CBOE,-4,0.26,104,-2.91,-101.09,0,100,O,O,IB9048
09S,963,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,,NYSE,100,99.65,-9965,-0.57,8671.6,-1293.97,1,MSL;C,CS,IB9048
09S,964,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-28,86.710176,-2790.2,-0.1596,-2427.88,-362.47,1,MSL;C;ST,C,IB9048
09S,965,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-12,86.714594,-334.824,-0.019152,-1040.58,-155.29,1,MSL;C;ST;ST,C,IB9048
09S,966,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-42,86.715716,-140.62608,-0.00804384,-3642.06,-543.48,1,MSL;C;ST;ST;ST,C,IB9048
09S,967,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-1,86.71648,-1.4062608,-8.04384E-05,-86.72,-12.94,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,968,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-6,86.723416,-0.084375648,-4.8263E-06,-520.34,-77.59,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,969,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-5,86.724188,-0.004218782,-2.41315E-07,-433.62,-64.66,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,970,S,LNKD,LNKD,,,,2012-07-10 15:52:35,100,2012-07-10 14:39:59,NYSE,-6,86.73353,-0.000253127,-1.44789E-08,-520.4,-77.53,1,MSL;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,971,S,LNKD,LNKD,,,,2012-07-11 10:10:15,-100,,NYSE,-100,100.55,10055,-0.8,-10054.2,1184.83,1,O,O,IB9048
09S,972,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,,NYSE,66,100.22,-6614.52,-0.61,5853.33,-761.81,1,P;MSL;C,CS,IB9048
09S,973,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-2,88.626994,-132.2904,-0.0122,-177.25,-23.2,1,P;MSL;C;ST,C,IB9048
09S,974,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-5,88.644061,-6.61452,-0.00061,-443.22,-57.93,1,P;MSL;C;ST;ST,C,IB9048
09S,975,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-20,88.674127,-1.322904,-0.000122,-1773.48,-231.1,1,P;MSL;C;ST;ST;ST,C,IB9048
09S,976,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-29,88.701658,-0.38364216,-0.00003538,-2572.35,-334.3,1,P;MSL;C;ST;ST;ST;ST,C,IB9048
09S,977,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-10,88.702273,-0.038364216,-0.000003538,-887.02,-115.27,1,P;MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,978,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,,NYSE,34,100.22,-3407.48,0.04,3016.05,-391.39,1,P;MSL;C,CS,IB9048
09S,979,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-12,88.702273,-408.8976,0.0048,-1064.43,-138.2,1,P;MSL;C;ST,C,IB9048
09S,980,S,LNKD,LNKD,,,,2012-07-11 10:46:51,100,2012-07-11 10:10:15,NYSE,-22,88.710129,-89.957472,0.001056,-1951.62,-253.19,1,P;MSL;C;ST;ST,C,IB9048
09S,981,S,CALX,CALX,,,,2012-07-11 14:32:58,400,,NYSE,400,6.46,-2584,-0.88,2584.88,0,1,O,O,IB9048
09S,982,S,CALX,CALX,,,,2012-07-11 14:32:58,500,,NYSE,500,6.45,-3225,-1.1,3226.1,0,1,O,O,IB9048
09S,983,S,LNKD,LNKD,,,,2012-07-11 15:12:33,-100,,NYSE,-100,100.57,10057,-0.8,-10056.2,1408.02,1,O,O,IB9048
09S,984,S,ARNA,ARNA,,,,2012-07-11 15:26:06,1000,,ISLAND,100,11.12,-1112,-0.5,1112.5,0,1,P;O,O,IB9048
09S,985,S,ARNA,ARNA,,,,2012-07-11 15:26:16,1000,,ISLAND,900,11.12,-10008,-1,10009,0,1,P;O,O,IB9048
09S,986,S,LNKD,LNKD,,,,2012-07-12 09:52:52,-100,,NYSE,-100,101.51,10151,-0.8,-10150.2,1293.97,1,O,O,IB9048
09S,987,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,,NYSE,100,101.11,-10111,-0.57,8648.18,-1463.39,1,MSL;C,CS,IB9048
09S,988,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-2,86.377888,-202.22,-0.0114,-172.76,-29.48,1,MSL;C;ST,C,IB9048
09S,989,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-2,86.458898,-4.0444,-0.000228,-172.92,-29.31,1,MSL;C;ST;ST,C,IB9048
09S,990,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-20,86.471622,-0.80888,-0.0000456,-1729.43,-292.88,1,MSL;C;ST;ST;ST,C,IB9048
09S,991,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-3,86.480964,-0.0242664,-0.000001368,-259.44,-43.9,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,992,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-50,86.483702,-0.0121332,-0.000000684,-4324.19,-731.6,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
09S,993,S,LNKD,LNKD,,,,2012-07-12 10:20:04,100,2012-07-11 15:12:33,NYSE,-23,86.497714,-0.002790636,-1.5732E-07,-1989.45,-336.21,1,MSL;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,994,S,CADX,CADX,,,,2012-07-12 10:31:15,-500,,BATS,-100,4.58,458,-1.02,-962.49,-505.51,1,P;MSL;C,CS,IB9048
09S,995,S,CADX,CADX,,,,2012-07-12 10:31:15,-500,2011-04-04 13:58:48,BATS,100,9.624853,91.6,-0.204,962.49,-505.51,1,P;MSL;C;LT,C,IB9048
09S,996,S,CADX,CADX,,,,2012-07-12 10:31:15,-500,,BATS,-100,4.58,458,-0.32,-962.49,-504.81,1,P;MSL;C,CS,IB9048
09S,997,S,CADX,CADX,,,,2012-07-12 10:31:15,-500,2011-04-04 13:58:48,BATS,100,9.624853,91.6,-0.064,962.49,-504.81,1,P;MSL;C;LT,C,IB9048
09S,998,S,CADX,CADX,,,,2012-07-12 10:31:28,-500,,BATS,-300,4.58,1374,-0.39,-2887.46,-1513.85,1,P;MSL;C,CS,IB9048
09S,999,S,CADX,CADX,,,,2012-07-12 10:31:28,-500,2011-04-04 13:58:48,BATS,300,9.624853,824.4,-0.234,2887.46,-1513.85,1,P;MSL;C;LT,C,IB9048
09S,1000,S,LNKD,LNKD,,,,2012-07-12 12:59:38,-100,,NYSE,-100,104.5,10450,-0.8,-10449.2,1153.19,1,O,O,IB9048
09S,1001,S,CADX,CADX,,,,2012-07-12 13:21:24,-500,,ISLAND,-500,4.64,2320,-0.8,-4812.43,-2493.23,1,MSL;C,CS,IB9048
09S,1002,S,CADX,CADX,,,,2012-07-12 13:21:24,-500,2011-04-04 13:58:48,ISLAND,500,9.624853,2320,-0.8,4812.43,-2493.23,1,MSL;C;LT,C,IB9048
09S,1003,S,LNKD,LNKD,,,,2012-07-13 09:41:52,-100,,NYSE,-100,105.58,10558,-0.81,-10557.19,1463.39,1,O,O,IB9048
09S,1004,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,,NYSE,100,103.5,-10350,-0.57,8856.23,-1494.34,1,MSL;C,CS,IB9048
09S,1005,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,2012-07-12 09:52:52,NYSE,-28,88.55649,-2898,-0.1596,-2479.58,-418.58,1,MSL;C;ST,C,IB9048
09S,1006,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,2012-07-12 09:52:52,NYSE,-12,88.560908,-347.76,-0.019152,-1062.73,-179.34,1,MSL;C;ST;ST,C,IB9048
09S,1007,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,2012-07-12 09:52:52,NYSE,-42,88.56203,-146.0592,-0.00804384,-3719.61,-627.63,1,MSL;C;ST;ST;ST,C,IB9048
09S,1008,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,2012-07-12 09:52:52,NYSE,-1,88.562794,-1.460592,-8.04384E-05,-88.56,-14.94,1,MSL;C;ST;ST;ST;ST,C,IB9048
09S,1009,S,LNKD,LNKD,,,,2012-07-16 10:05:05,100,2012-07-12 09:52:52,NYSE,-6,88.569729,-0.08763552,-4.8263E-06,-531.42,-89.62,1,MSL;C;ST;ST;ST;ST;ST,C,IB9048
