filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType
60518S,LNKD,11/8/2012 14:51,LNKD,,,,-,100,96.51,96.35,-9651,-0.51,8988.2,-663.31,-16,MSL;C,100,order,12,610,S
60518S,LNKD,11/9/2012 8:07,LNKD,,,,-,100,95.56,95.62,-9556,-0.51,8993.87,-562.64,6,MSL;C,100,order,12,611,S
60518S,LNKD 18JAN14 125.0 C,11/9/2012 10:32,LNKD,2014-01-18 00:00:00,125.00,C,-,-1,9.6,10.186247,960,-0.5,-959.5,0,-58.62,O,-1,order,12,612,O
60518S,LNKD 18JAN14 125.0 C,11/9/2012 11:10,LNKD,2014-01-18 00:00:00,125.00,C,-,-1,11,10.186247,1100,-0.28,-1099.72,0,81.38,O,-1,order,12,613,O
60518S,C 17NOV12 35.0 C,11/15/2012 10:35,C,2012-11-17 00:00:00,35.00,C,-,2,0.7,0.451554,-140,-1.52,164.48,22.96,-49.69,LI;C,2,order,12,614,O
60518S,C 17NOV12 35.0 C,11/15/2012 11:27,C,2012-11-17 00:00:00,35.00,C,-,2,0.58,0.451554,-116,-2.02,164.48,46.46,-25.69,LI;C,2,order,12,615,O
60518S,LNKD,11/16/2012 12:02,LNKD,,,,-,-100,103.8,103.13,10380,-0.8,-10379.2,876.93,67,O,-100,order,12,616,S
60518S,ALXA 17NOV12 5.0 P,11/16/2012 16:20,ALXA,2012-11-17 00:00:00,5.00,P,-,5,0,0.88,0,0,349.95,0,440,A;C,5,order,12,617,O
60518S,AAPL 17NOV12 720.0 C,11/16/2012 16:20,AAPL,2012-11-17 00:00:00,720.00,C,-,1,0,0,0,0,1024.36,1024.36,0,Ep;C,1,order,12,618,O
60518S,ALXA,11/16/2012 16:20,ALXA,,,,-,500,5,4.12,-2500,0,2500,0,-440,A;O,500,order,12,619,S
60518S,ALXA,11/23/2012 10:20,ALXA,,,,-,-300,5.29,5.42,1587,-0.52,-1545.48,41,-39,SL;C,-300,order,12,620,S
60518S,AAPL 22DEC12 665.0 C,11/26/2012 10:49,AAPL,2012-12-22 00:00:00,665.00,C,-,-2,0.92,1.404581,184,-1.52,-182.48,0,-96.92,O,-2,order,12,621,O
60518S,AMZN 22DEC12 260.0 C,11/29/2012 15:40,AMZN,2012-12-22 00:00:00,260.00,C,-,-2,3.09,2.920124,618,-0.77,-617.23,0,33.98,P;O,-2,order,12,622,O
60518S,CADX,11/30/2012 10:26,CADX,,,,-,-300,4.56,4.26,1368,-0.51,-2819.33,-1451.84,90,MSL;C,-300,order,12,623,S
60518S,ALXA,11/30/2012 10:47,ALXA,,,,-,-100,5.62,5.5,562,-0.52,-430.01,131.47,12,LI;C,-100,order,12,624,S
60518S,ALXA,11/30/2012 10:49,ALXA,,,,-,100,5.52,5.5,-552,-0.51,552.51,0,-2,O,100,order,12,625,S
60518S,ALXA,11/30/2012 12:12,ALXA,,,,-,-200,5.62,5.5,1124,-0.35,-982.52,141.13,24,LI;C,-200,order,12,626,S
60518S,CADX 18MAY13 4.0 P,11/30/2012 12:40,CADX,2013-05-18 00:00:00,4.00,P,-,-3,0.55,0.584537,165,0.12,-165.12,0,-10.36,O,-3,order,12,627,O
60518S,ALXA,11/30/2012 13:14,ALXA,,,,-,200,5.51,5.5,-1102,-0.32,1102.32,0,-2,O,200,order,12,628,S
60518S,ALXA,12/3/2012 9:58,ALXA,,,,-,-200,5.63,5.47,1126,-0.35,-1102.32,23.33,32,LI;C,-200,order,12,629,S
60518S,ALXA,12/3/2012 10:09,ALXA,,,,-,200,5.51,5.47,-1102,-0.32,1102.32,0,-8,O,200,order,12,630,S
60518S,CADX,12/3/2012 15:08,CADX,,,,-,300,4.19,4.17,-1257,-0.48,1257.48,1451.84,-6,O,300,order,12,631,S
60518S,AMZN 22DEC12 260.0 C,12/5/2012 10:29,AMZN,2012-12-22 00:00:00,260.00,C,-,2,2.55,3.237942,-510,-0.76,617.23,106.47,137.59,LI;C,2,order,12,632,O
60518S,C 19JAN13 40.0 C,12/5/2012 13:09,C,2013-01-19 00:00:00,40.00,C,-,-2,0.42,0.477838,84,-1.52,-82.48,0,-11.57,O,-2,order,12,633,O
60518S,BAC 19JAN13 12.5 P,12/7/2012 12:51,BAC,2013-01-19 00:00:00,12.50,P,-,4,1.95,1.912358,-780,-3.04,790.58,7.54,-15.06,LI;C,4,order,12,634,O
60518S,BAC 19JAN13 12.5 P,12/7/2012 13:56,BAC,2013-01-19 00:00:00,12.50,P,-,4,1.94,1.912358,-776,-3.38,790.58,11.2,-11.06,LI;C,4,order,12,635,O
60518S,BAC 19JAN13 12.5 P,12/7/2012 15:42,BAC,2013-01-19 00:00:00,12.50,P,-,4,1.9,1.912358,-760,-3.04,790.58,27.54,4.94,LI;C,4,order,12,636,O
60518S,LNKD 18JAN14 150.0 C,12/11/2012 15:37,LNKD,2014-01-18 00:00:00,150.00,C,-,-2,8.3,8.070591,1660,-1.56,-1658.44,0,45.88,P;O,-2,order,12,637,O
60518S,CADX,12/12/2012 9:23,CADX,,,,-,-100,4.52,4.5,452,-1.03,-899.13,-448.16,2,LI;C,-100,order,12,638,S
60518S,CADX,12/13/2012 19:15,CADX,,,,-,-200,4.52,4.44,904,-0.34,-1810.19,-906.53,16,LI;C,-200,order,12,639,S
60518S,CADX,12/14/2012 9:30,CADX,,,,-,-300,4.68,4.75,1404,-0.51,-2761.34,-1357.85,-21,LI;C,-300,order,12,640,S
60518S,CADX,12/14/2012 10:22,CADX,,,,-,-400,4.74,4.75,1896,-0.68,-3743.19,-1847.87,-4,P;LI;C,-400,order,12,641,S
60518S,C,12/17/2012 16:50,C,,,,-,-200,39.09,39.15,7818,-0.42,-6008.44,1809.14,-12,C,-200,order,12,642,S
60518S,ATML 19JAN13 12.5 P,12/18/2012 14:05,ATML,2013-01-19 00:00:00,12.50,P,-,10,6.7,6.430365,-6700,-1.81,2892.86,-3808.96,-269.64,LI;C,10,order,12,643,O
60518S,ANR,12/19/2012 9:35,ANR,,,,-,-200,10.16,9.53,2032,-1.29,-3652.61,-1621.9,126,C,-200,order,12,644,S
60518S,CALX,12/19/2012 11:41,CALX,,,,-,-200,7.72,7.66,1544,-0.28,-1530.44,13.28,12,C,-200,order,12,645,S
60518S,ATML 19JAN13 12.5 P,12/20/2012 14:16,ATML,2013-01-19 00:00:00,12.50,P,-,10,6.35,6.280134,-6350,0.39,2892.86,-3456.76,-69.87,LI;C,10,order,12,646,O
60518S,ATML 19JAN13 12.5 P,12/21/2012 10:14,ATML,2013-01-19 00:00:00,12.50,P,-,10,6.3,6.272878,-6300,-7.61,2892.86,-3414.76,-27.12,LI;C,10,order,12,647,O
60518S,AMD 19JAN13 7.5 P,12/21/2012 10:15,AMD,2013-01-19 00:00:00,7.50,P,-,10,5.15,4.91279,-5150,-7.61,1406.46,-3751.16,-237.21,LI;C,10,order,12,648,O
60518S,AMSC 19JAN13 8.0 P,12/21/2012 13:41,AMSC,2013-01-19 00:00:00,8.00,P,-,7,5.3,5.140557,-3710,0.27,1730.54,-1979.19,-111.61,LI;C,7,order,12,649,O
60518S,AMD 19JAN13 7.5 P,12/21/2012 14:06,AMD,2013-01-19 00:00:00,7.50,P,-,10,5.1,4.91279,-5100,-7.61,1315.36,-3792.26,-187.21,LI;C,10,order,12,650,O
60518S,AMSC 19JAN13 8.0 P,12/21/2012 15:55,AMSC,2013-01-19 00:00:00,8.00,P,-,5,5.25,5.140557,-2625,0.19,1222.39,-1402.42,-54.72,LI;C,5,order,12,651,O
60518S,AAPL 22DEC12 665.0 C,12/21/2012 16:20,AAPL,2012-12-22 00:00:00,665.00,C,-,3,0,0,0,0,1689.38,1689.38,0,Ep;C,3,order,12,652,O
60518S,AAPL,12/31/2012 17:18,AAPL,,,,-,-400,532.7,532.1729,213080,-5.41,-163241.3,49833.28,210.84,P;C,-400,order,12,653,S
