filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,yr,inputLine,SecType,bkrGroup,account,LS,OC,multi
60518S,LNKD,2012-06-08 11:28:45,LNKD,,,,BATS,-100,95.31,96.26,9531.00,-0.68,-9530.32,213.99,-95,P;O,-200,12,383,S,353,IB9048,S,O,1
60518S,LNKD,2012-06-08 11:28:45,LNKD,,,,BATS,-100,95.31,96.26,9531.00,0.02,-9531.02,1535.24,-95,P;O,-200,12,384,S,354,IB9048,S,O,1
60518S,LNKD,2012-06-08 11:29:36,LNKD,,,,NYSE,100,95.11,96.26,-9511.00,-0.57,7995.78,-1515.79,115,MSL;C,100,12,385,S,355,IB9048,L,C,1
60518S,LNKD,2012-06-08 13:05:37,LNKD,,,,ARCA,-100,95.31,96.26,9531.00,-0.72,-9530.28,318.18,-95,O,-100,12,386,S,356,IB9048,S,O,1
60518S,LNKD,2012-06-08 13:40:51,LNKD,,,,ARCA,100,95.11,96.26,-9511.00,-0.51,8303.29,-1208.22,115,MSL;C,100,12,387,S,357,IB9048,L,C,1
60518S,LNKD,2012-06-08 14:30:07,LNKD,,,,ARCA,-100,95.31,96.26,9531.00,-0.72,-9530.28,1188.15,-95,O,-100,12,388,S,358,IB9048,S,O,1
60518S,CALX,2012-06-08 14:55:45,CALX,,,,NYSE,800,7.65,7.66,-6120.00,-1.76,6121.76,0.00,8,O,800,12,389,S,217,IB9048,L,O,1
60518S,AXL 16JUN12 10.0 C,2012-06-08 14:56:49,AXL,2012-06-16 00:00:00,10.00,C,ISE,-4,0.1,0.100005,40.00,0.26,-40.26,0.00,0,O,-4,12,390,O,669,IB9048,S,O,100
60518S,CELG 16JUN12 65.0 P,2012-06-08 15:27:28,CELG,2012-06-16 00:00:00,65.00,P,AMEX,-4,0.8,0.773184,320.00,-2.91,-317.09,0.00,10.73,O,-4,12,391,O,786,IB9048,S,O,100
60518S,CELG 16JUN12 67.5 P,2012-06-08 15:28:46,CELG,2012-06-16 00:00:00,67.50,P,AMEX,-2,2.6,2.600549,520.00,-1.46,-518.54,0.00,-0.11,O,-2,12,392,O,788,IB9048,S,O,100
60518S,AXL 16JUN12 10.0 C,2012-06-08 15:47:44,AXL,2012-06-16 00:00:00,10.00,C,AMEX,-4,0.15,0.100005,60.00,-2.9,-57.10,0.00,20,O,-4,12,393,O,670,IB9048,S,O,100
60518S,ATPG 18JAN14 5.0 C,2012-06-08 15:57:32,ATPG,2014-01-18 00:00:00,5.00,C,NASDAQOM,4,1.9,1.899769,-760.00,-1.14,761.14,0.00,-0.09,O,4,12,394,O,662,IB9048,L,O,100
60518S,LNKD,2012-06-11 10:22:01,LNKD,,,,ARCA,100,95.11,94.29,-9511.00,-0.51,8342.13,-1169.38,-82,MSL;C,100,12,395,S,359,IB9048,L,C,1
60518S,LNKD,2012-06-11 10:35:25,LNKD,,,,NYSE,-100,95.31,94.29,9531.00,-0.78,-9530.22,735.90,102,O,-100,12,396,S,360,IB9048,S,O,1
60518S,LNKD,2012-06-11 10:46:03,LNKD,,,,ARCA,57,95.11,94.29,-5421.27,-0.59,4929.86,-492.01,-46.74,P;MSL;C,100,12,397,S,361,IB9048,L,C,1
60518S,LNKD,2012-06-11 10:46:03,LNKD,,,,ARCA,43,95.11,94.29,-4089.73,0.08,3719.55,-370.10,-35.26,P;MSL;C,100,12,398,S,362,IB9048,L,C,1
60518S,LNKD,2012-06-11 11:33:54,LNKD,,,,BATS,-100,95.31,94.29,9531.00,-0.68,-9530.32,1515.79,102,O,-100,12,399,S,363,IB9048,S,O,1
60518S,LNKD,2012-06-11 12:13:07,LNKD,,,,NYSE,100,95.11,94.29,-9511.00,-0.57,8014.53,-1497.05,-82,MSL;C,100,12,400,S,364,IB9048,L,C,1
60518S,LNKD,2012-06-11 12:30:23,LNKD,,,,ARCA,-100,95.31,94.29,9531.00,-0.72,-9530.28,1208.22,102,O,-100,12,401,S,365,IB9048,S,O,1
60518S,LNKD,2012-06-11 14:19:41,LNKD,,,,ARCA,100,95.11,94.29,-9511.00,-0.51,8322.06,-1189.45,-82,MSL;C,100,12,402,S,366,IB9048,L,C,1
60518S,LNKD,2012-06-13 10:29:16,LNKD,,,,ARCA,-50,95.35,95.53,4767.50,-0.71,-4766.79,583.74,-9,P;O,-100,12,403,S,367,IB9048,S,O,1
60518S,LNKD,2012-06-13 10:29:25,LNKD,,,,ARCA,-50,95.35,95.53,4767.50,-0.01,-4767.49,585.64,-9,P;O,-100,12,404,S,368,IB9048,S,O,1
60518S,LNKD,2012-06-13 11:05:27,LNKD,,,,ARCA,100,94.99,95.53,-9499.00,-0.51,8364.90,-1134.62,54,MSL;C,100,12,405,S,369,IB9048,L,C,1
60518S,LNKD,2012-06-13 11:40:03,LNKD,,,,ARCA,-100,95.31,95.53,9531.00,-0.72,-9530.28,862.11,-22,O,-100,12,406,S,370,IB9048,S,O,1
60518S,LNKD,2012-06-13 11:50:17,LNKD,,,,NYSE,100,95.11,95.53,-9511.00,-0.57,8668.17,-843.40,42,MSL;C,100,12,407,S,371,IB9048,L,C,1
60518S,LNKD,2012-06-13 13:30:35,LNKD,,,,ARCA,-100,95.35,95.53,9535.00,-0.72,-9534.28,1497.05,-18,O,-100,12,408,S,372,IB9048,S,O,1
60518S,LNKD,2012-06-13 13:37:40,LNKD,,,,NYSE,100,95.11,95.53,-9511.00,-0.57,8037.23,-1474.34,42,MSL;C,100,12,409,S,373,IB9048,L,C,1
60518S,LNKD,2012-06-13 14:03:58,LNKD,,,,ARCA,-100,95.31,95.53,9531.00,-0.72,-9530.28,1189.45,-22,O,-100,12,410,S,374,IB9048,S,O,1
60518S,LNKD,2012-06-13 14:10:46,LNKD,,,,ARCA,100,95.11,95.53,-9511.00,-0.51,8340.82,-1170.69,42,MSL;C,100,12,411,S,375,IB9048,L,C,1
60518S,LNKD,2012-06-13 15:12:26,LNKD,,,,ARCA,-100,95.35,95.53,9535.00,-0.72,-9534.28,1134.62,-18,O,-100,12,412,S,376,IB9048,S,O,1
60518S,LNKD,2012-06-13 15:53:54,LNKD,,,,NYSE,100,95.11,95.53,-9511.00,-0.57,8399.66,-1111.91,42,MSL;C,100,12,413,S,377,IB9048,L,C,1
60518S,LNKD,2012-06-13 15:55:59,LNKD,,,,NYSE,-100,95.38,95.53,9538.00,-0.78,-9537.22,843.40,-15,O,-100,12,414,S,378,IB9048,S,O,1
60518S,LNKD,2012-06-14 09:30:57,LNKD,,,,ARCA,100,94.76,98.29,-9476.00,-0.51,8693.81,-782.70,353,MSL;C,100,12,415,S,379,IB9048,L,C,1
60518S,LNKD,2012-06-14 10:36:21,LNKD,,,,NYSE,-100,95.72,98.29,9572.00,-0.79,-9571.21,1474.34,-257,O,-100,12,416,S,380,IB9048,S,O,1
60518S,LNKD,2012-06-14 12:02:00,LNKD,,,,NYSE,-100,97.35,98.29,9735.00,-0.79,-9734.21,1170.69,-94,O,-100,12,417,S,381,IB9048,S,O,1
60518S,LNKD,2012-06-14 14:58:29,LNKD,,,,ARCA,100,97.15,98.29,-9715.00,-0.51,8096.87,-1618.64,114,MSL;C,100,12,418,S,382,IB9048,L,C,1
60518S,LNKD,2012-06-14 15:05:53,LNKD,,,,ARCA,-100,97.35,98.29,9735.00,-0.73,-9734.27,1111.91,-94,O,-100,12,419,S,383,IB9048,S,O,1
60518S,CELG,2012-06-15 16:20:00,CELG,,,,--,200,67.5,66.16,-13500.00,0,13500.00,0.00,-268,A;O,200,12,420,S,232,IB9048,L,O,1
60518S,AAPL 16JUN12 590.0 C,2012-06-15 16:20:00,AAPL,2012-06-16 00:00:00,590.00,C,--,-1,0,0,0.00,0,-2355.58,-2355.58,0,Ep;C,-1,12,421,O,581,IB9048,S,C,100
60518S,AXL 16JUN12 10.0 C,2012-06-15 16:20:00,AXL,2012-06-16 00:00:00,10.00,C,--,8,0,0,0.00,0,97.35,97.35,0,Ep;C,8,12,422,O,671,IB9048,L,C,100
60518S,AXL 16JUN12 9.0 P,2012-06-15 16:20:00,AXL,2012-06-16 00:00:00,9.00,P,--,10,0,0,0.00,0,542.73,542.73,0,Ep;C,10,12,423,O,674,IB9048,L,C,100
60518S,CELG 16JUN12 65.0 P,2012-06-15 16:20:00,CELG,2012-06-16 00:00:00,65.00,P,--,4,0,0,0.00,0,317.09,317.09,0,Ep;C,4,12,424,O,787,IB9048,L,C,100
60518S,CELG 16JUN12 67.5 P,2012-06-15 16:20:00,CELG,2012-06-16 00:00:00,67.50,P,--,2,0,0,0.00,0,518.54,0.00,0,A;C,2,12,425,O,789,IB9048,L,C,100
60518S,LNKD,2012-06-20 12:18:07,LNKD,,,,NYSE,-100,104.25,105.27,10425.00,-0.8,-10424.20,782.70,-102,O,-100,12,426,S,384,IB9048,S,O,1
60518S,LNKD,2012-06-20 12:21:19,LNKD,,,,NYSE,100,104.05,105.27,-10405.00,-0.57,9641.50,-764.07,122,MSG;C,100,12,427,S,385,IB9048,L,C,1
60518S,LNKD,2012-06-20 12:45:29,LNKD,,,,CSFBCROSS,-20,104.3,105.27,2086.00,-0.77,-2085.23,323.88,-19.4,P;O,-100,12,428,S,386,IB9048,S,O,1
60518S,LNKD,2012-06-20 12:45:29,LNKD,,,,NYSE,-80,104.29,105.27,8343.20,-0.08,-8343.12,1294.75,-78.4,P;O,-100,12,429,S,387,IB9048,S,O,1
60518S,LNKD,2012-06-21 09:49:50,LNKD,,,,ARCA,100,104.02,102.19,-10402.00,-0.51,9316.32,-1086.19,-183,MSG;C,100,12,430,S,388,IB9048,L,C,1
60518S,CELG 21JUL12 57.5 P,2012-06-21 15:48:24,CELG,2012-07-21 00:00:00,57.50,P,AMEX,-4,1.05,1.032683,420.00,-2.91,-417.09,0.00,6.93,P;O,-5,12,431,O,790,IB9048,S,O,100
60518S,CELG 21JUL12 57.5 P,2012-06-21 15:48:24,CELG,2012-07-21 00:00:00,57.50,P,AMEX,-1,1.05,1.032683,105.00,-0.73,-104.27,0.00,1.73,P;O,-5,12,432,O,791,IB9048,S,O,100
60518S,LNKD,2012-06-22 14:49:11,LNKD,,,,NYSE,-100,106.11,106.85,10611.00,-0.81,-10610.19,764.07,-74,O,-100,12,433,S,389,IB9048,S,O,1
60518S,LNKD,2012-06-22 14:55:44,LNKD,,,,ARCA,-50,106.6,106.85,5330.00,-0.73,-5329.27,543.09,-12.5,P;O,-100,12,434,S,390,IB9048,S,O,1
60518S,LNKD,2012-06-22 14:55:44,LNKD,,,,ARCA,-50,106.6,106.85,5330.00,-0.02,-5329.98,543.09,-12.5,P;O,-100,12,435,S,391,IB9048,S,O,1
60518S,LNKD,2012-06-22 15:23:28,LNKD,,,,NYSE,100,106.42,106.85,-10642.00,-0.57,9846.12,-796.45,43,MSG;C,100,12,436,S,392,IB9048,L,C,1
60518S,LNKD,2012-06-22 15:27:40,LNKD,,,,NYSE,-100,106.55,106.85,10655.00,-0.81,-10654.19,796.45,-30,O,-100,12,437,S,393,IB9048,S,O,1
60518S,LNKD,2012-06-22 15:28:19,LNKD,,,,NYSE,100,106.4,106.85,-10640.00,-0.57,9857.74,-782.83,45,MSG;C,100,12,438,S,394,IB9048,L,C,1
60518S,LNKD,2012-06-22 15:29:13,LNKD,,,,ARCA,-100,106.54,106.85,10654.00,-0.75,-10653.25,782.83,-31,O,-100,12,439,S,395,IB9048,S,O,1
60518S,LNKD,2012-06-22 15:34:07,LNKD,,,,ARCA,100,106.35,106.85,-10635.00,-0.51,9870.42,-765.09,50,MSG;C,100,12,440,S,396,IB9048,L,C,1
60518S,LNKD,2012-06-22 15:55:06,LNKD,,,,NYSE,-100,106.53,106.85,10653.00,-0.81,-10652.19,765.09,-32,O,-100,12,441,S,397,IB9048,S,O,1
60518S,LNKD,2012-06-25 10:18:02,LNKD,,,,NYSE,100,104.5,103.05,-10450.00,-0.57,8563.53,-1887.05,-145,MSL;C,100,12,442,S,398,IB9048,L,C,1
60518S,LNKD,2012-06-25 10:46:02,LNKD,,,,NYSE,100,103.9,103.05,-10390.00,-0.57,8622.36,-1768.21,-85,MSL;C,100,12,443,S,399,IB9048,L,C,1
60518S,ATPG 11 7/8 05/01/15 48.62368056%,2012-06-25 14:27:08,,,,,MUNICENTR,"10,000",46.125,46.115,-4612.50,-10,4622.50,0.00,-1,O,10000,12,444,B,843,IB9048,L,O,1
60518S,LNKD,2012-06-26 10:02:14,LNKD,,,,NYSE,-86,104.97,106.42,9027.42,-0.79,-9026.63,1622.86,-124.7,P;O,-100,12,445,S,400,IB9048,S,O,1
60518S,LNKD,2012-06-26 10:02:14,LNKD,,,,NYSE,-2,104.97,106.42,209.94,0,-209.94,37.74,-2.9,P;O,-100,12,446,S,401,IB9048,S,O,1
60518S,LNKD,2012-06-26 10:02:14,LNKD,,,,NYSE,-12,104.97,106.42,1259.64,-0.01,-1259.63,226.45,-17.4,P;O,-100,12,447,S,402,IB9048,S,O,1
60518S,LNKD,2012-06-26 10:03:58,LNKD,,,,NYSE,100,104.65,106.42,-10465.00,-0.57,8609.15,-1856.42,177,MSL;C,100,12,448,S,403,IB9048,L,C,1
60518S,LNKD,2012-06-26 10:05:08,LNKD,,,,NYSE,-100,104.95,106.42,10495.00,-0.81,-10494.19,1768.21,-147,O,-100,12,449,S,404,IB9048,S,O,1
60518S,LNKD,2012-06-26 10:09:00,LNKD,,,,NYSE,100,104.65,106.42,-10465.00,-0.57,8725.98,-1739.59,177,MSL;C,100,12,450,S,405,IB9048,L,C,1
60518S,LNKD,2012-06-26 12:09:05,LNKD,,,,NYSE,-100,104.95,106.42,10495.00,-0.81,-10494.19,1856.42,-147,O,-100,12,451,S,406,IB9048,S,O,1
60518S,LNKD,2012-06-27 09:46:03,LNKD,,,,NYSE,100,104.65,105.17,-10465.00,-0.57,8637.77,-1827.80,52,MSL;C,100,12,452,S,407,IB9048,L,C,1
60518S,LNKD,2012-06-27 10:32:05,LNKD,,,,NYSE,-100,105.35,105.17,10535.00,-0.81,-10534.19,1739.59,18,O,-100,12,453,S,408,IB9048,S,O,1
60518S,LNKD,2012-06-27 10:34:55,LNKD,,,,NYSE,100,105.05,105.17,-10505.00,-0.57,8793.01,-1712.56,12,MSL;C,100,12,454,S,409,IB9048,L,C,1
60518S,LNKD,2012-06-27 10:50:18,LNKD,,,,NYSE,-100,105.35,105.17,10535.00,-0.81,-10534.19,1827.80,18,O,-100,12,455,S,410,IB9048,S,O,1
60518S,LNKD,2012-06-27 10:53:37,LNKD,,,,NYSE,100,105.05,105.17,-10505.00,-0.57,8706.40,-1799.18,12,MSL;C,100,12,456,S,411,IB9048,L,C,1
60518S,LNKD,2012-06-27 10:56:09,LNKD,,,,NYSE,-100,105.35,105.17,10535.00,-0.81,-10534.19,1712.56,18,O,-100,12,457,S,412,IB9048,S,O,1
60518S,LNKD,2012-06-27 14:16:42,LNKD,,,,NYSE,5,105.04,105.17,-525.20,-0.69,439.59,-86.31,0.65,P;MSL;C,100,12,458,S,413,IB9048,L,C,1
60518S,LNKD,2012-06-27 14:16:42,LNKD,,,,NYSE,95,105.04,105.17,-9978.80,0.12,8356.10,-1622.58,12.35,P;MSL;C,100,12,459,S,414,IB9048,L,C,1
60518S,LNKD,2012-06-27 15:25:50,LNKD,,,,NYSE,-100,105.48,105.17,10548.00,-0.81,-10547.19,1799.18,31,O,-100,12,460,S,415,IB9048,S,O,1
60518S,LNKD,2012-06-27 15:49:04,LNKD,,,,NYSE,100,105.04,105.17,-10504.00,-0.57,8748.02,-1756.55,13,MSL;C,100,12,461,S,416,IB9048,L,C,1
60518S,LNKD,2012-06-29 09:54:04,LNKD,,,,NYSE,-100,105.85,106.27,10585.00,-0.81,-10584.19,1708.88,-42,O,-100,12,462,S,417,IB9048,S,O,1
60518S,LNKD,2012-06-29 10:58:51,LNKD,,,,NYSE,-100,106.65,106.27,10665.00,-0.81,-10664.19,1756.55,38,O,-100,12,463,S,418,IB9048,S,O,1
60518S,CELG,2012-06-29 11:38:27,CELG,,,,ISLAND,282,63.81,64.16,-17994.42,-0.42,17994.84,0.00,98.7,P;O,400,12,464,S,233,IB9048,L,O,1
60518S,CELG,2012-06-29 11:38:27,CELG,,,,ISLAND,118,63.81,64.16,-7529.58,-0.18,7529.76,0.00,41.3,P;O,400,12,465,S,234,IB9048,L,O,1
60518S,CELG,2012-06-29 11:42:13,CELG,,,,ISLAND,-103,63.89,64.16,6580.67,-0.64,-6685.45,0.00,-27.81,P;MSL;C,-200,12,466,S,235,IB9048,S,C,1
60518S,CELG,2012-06-29 11:42:13,CELG,,,,ISLAND,-97,63.89,64.16,6197.33,0.06,-6296.01,0.00,-26.19,P;MSL;C,-200,12,467,S,236,IB9048,S,C,1
60518S,CELG,2012-06-29 11:43:37,CELG,,,,ISLAND,127,63.79,64.16,-8101.33,-0.45,8101.78,0.00,46.99,P;O,200,12,468,S,237,IB9048,L,O,1
60518S,CELG,2012-06-29 11:43:37,CELG,,,,ISLAND,73,63.79,64.16,-4656.67,0.15,4656.52,0.00,27.01,P;O,200,12,469,S,238,IB9048,L,O,1
60518S,CELG,2012-06-29 11:53:06,CELG,,,,ISLAND,-100,63.89,64.16,6389.00,-0.64,-6483.51,0.00,-27,P;MSL;C,-200,12,470,S,239,IB9048,S,C,1
60518S,CELG,2012-06-29 11:53:12,CELG,,,,ISLAND,-100,63.89,64.16,6389.00,0.06,-6482.85,0.00,-27,P;MSL;C,-200,12,471,S,240,IB9048,S,C,1
60518S,CELG,2012-06-29 13:23:25,CELG,,,,ISLAND,200,63.79,64.16,-12758.00,-0.3,12758.30,0.00,74,O,200,12,472,S,241,IB9048,L,O,1
60518S,CELG,2012-06-29 14:12:17,CELG,,,,ISLAND,-200,63.89,64.16,12778.00,-0.59,-12947.24,0.00,-54,MSL;C,-200,12,473,S,242,IB9048,S,C,1
60518S,CELG,2012-06-29 14:27:02,CELG,,,,ISLAND,100,63.79,64.16,-6379.00,-0.5,6379.50,0.00,37,P;O,200,12,474,S,243,IB9048,L,O,1
60518S,CELG,2012-06-29 14:27:33,CELG,,,,ISLAND,100,63.79,64.16,-6379.00,0.2,6378.80,0.00,37,P;O,200,12,475,S,244,IB9048,L,O,1
60518S,CELG,2012-06-29 14:40:53,CELG,,,,ISLAND,-61,63.9,64.16,3897.90,-0.67,-3943.62,0.00,-15.86,P;MSL;C,-200,12,476,S,245,IB9048,S,C,1
60518S,CELG,2012-06-29 14:41:15,CELG,,,,ISLAND,-139,63.9,64.16,8882.10,0.08,-8984.51,0.00,-36.14,P;MSL;C,-200,12,477,S,246,IB9048,S,C,1
60518S,LNKD,2012-06-29 14:46:43,LNKD,,,,NYSE,100,106.32,106.27,-10632.00,-0.57,8809.44,-1823.13,-5,MSL;C,100,12,478,S,419,IB9048,L,C,1
60518S,LNKD,2012-06-29 14:48:49,LNKD,,,,NYSE,-100,106.55,106.27,10655.00,-0.81,-10654.19,1823.13,28,O,-100,12,479,S,420,IB9048,S,O,1
60518S,LNKD,2012-06-29 14:53:53,LNKD,,,,NYSE,100,106.28,106.27,-10628.00,-0.57,8822.05,-1806.52,-1,MSL;C,100,12,480,S,421,IB9048,L,C,1
60518S,BKS 21JUL12 18.0 C,2012-06-29 14:57:54,BKS,2012-07-21 00:00:00,18.00,C,BATS,-5,0.3,0.335482,150.00,0.12,-150.12,0.00,-17.74,O,-5,12,481,O,722,IB9048,S,O,100
60518S,BKS 21JUL12 17.0 C,2012-06-29 15:00:49,BKS,2012-07-21 00:00:00,17.00,C,CBOE,-5,0.55,0.562827,275.00,-3.63,-271.37,0.00,-6.41,O,-5,12,482,O,718,IB9048,S,O,100
60518S,LNKD,2012-06-29 15:07:17,LNKD,,,,NYSE,-100,106.55,106.27,10655.00,-0.81,-10654.19,1806.52,28,O,-100,12,483,S,422,IB9048,S,O,1
60518S,LNKD,2012-06-29 15:18:51,LNKD,,,,NYSE,100,106.28,106.27,-10628.00,-0.57,8831.14,-1797.43,-1,MSL;C,100,12,484,S,423,IB9048,L,C,1
60518S,LNKD,2012-06-29 15:19:27,LNKD,,,,BATS,-100,106.26,106.27,10626.00,-1.25,-10624.75,1797.43,-1,O,-100,12,485,S,424,IB9048,S,O,1
60518S,LNKD,2012-06-29 15:23:00,LNKD,,,,NYSE,100,106.21,106.27,-10621.00,-0.57,8827.32,-1794.25,6,MSL;C,100,12,486,S,425,IB9048,L,C,1
60518S,CELG,2012-06-29 15:31:43,CELG,,,,ISLAND,200,63.79,64.16,-12758.00,-0.3,12758.30,0.00,74,O,200,12,487,S,247,IB9048,L,O,1
60518S,CELG,2012-06-29 15:36:19,CELG,,,,ISLAND,-71,63.89,64.16,4536.19,-0.66,-4583.25,0.00,-19.17,P;MSL;C,-200,12,488,S,248,IB9048,S,C,1
60518S,CELG,2012-06-29 15:36:22,CELG,,,,ISLAND,-129,63.89,64.16,8241.81,0.07,-8323.77,0.00,-34.83,P;MSL;C,-200,12,489,S,249,IB9048,S,C,1
60518S,BKS 21JUL12 17.0 C,2012-06-29 15:41:20,BKS,2012-07-21 00:00:00,17.00,C,BATS,-5,0.6,0.562827,300.00,0.11,-300.11,0.00,18.59,O,-5,12,490,O,719,IB9048,S,O,100
60518S,BKS 21JUL12 18.0 C,2012-06-29 15:41:29,BKS,2012-07-21 00:00:00,18.00,C,BATS,-5,0.35,0.335482,175.00,0.12,-175.12,0.00,7.26,O,-5,12,491,O,723,IB9048,S,O,100
60518S,LNKD,2012-07-02 09:58:18,LNKD,,,,NYSE,-100,106.95,107.63,10695.00,-0.81,-10694.19,1794.25,-68,O,-100,12,492,S,426,IB9048,S,O,1
60518S,LNKD,2012-07-02 10:00:02,LNKD,,,,NYSE,100,106.75,107.63,-10675.00,-0.57,8847.67,-1827.90,88,MSL;C,100,12,493,S,427,IB9048,L,C,1
60518S,LNKD,2012-07-02 10:07:56,LNKD,,,,NYSE,100,105.55,107.63,-10555.00,-0.57,8868.94,-1686.63,208,MSL;C,100,12,494,S,428,IB9048,L,C,1
60518S,LNKD,2012-07-02 10:10:47,LNKD,,,,NYSE,-100,105.85,107.63,10585.00,-0.81,-10584.19,1827.90,-178,O,-100,12,495,S,429,IB9048,S,O,1
60518S,LNKD,2012-07-02 10:20:52,LNKD,,,,NYSE,-100,107.1,107.63,10710.00,-0.81,-10709.19,1686.63,-53,O,-100,12,496,S,430,IB9048,S,O,1
60518S,LNKD,2012-07-06 11:24:32,LNKD,,,,NYSE,100,106.5,108.86,-10650.00,-0.57,8756.29,-1894.28,236,MSL;C,100,12,497,S,431,IB9048,L,C,1
60518S,LNKD,2012-07-06 12:43:15,LNKD,,,,NYSE,-100,106.9,108.86,10690.00,-0.81,-10689.19,1894.28,-196,O,-100,12,498,S,432,IB9048,S,O,1
60518S,BKS 21JUL12 17.0 C,2012-07-06 13:23:34,BKS,2012-07-21 00:00:00,17.00,C,BATS,2,0.4,0.408677,-80.00,0.05,108.55,28.59,1.74,MSL;C,2,12,499,O,720,IB9048,L,C,100
60518S,LNKD,2012-07-09 09:38:54,LNKD,,,,ARCA,100,104.8,102.98,-10480.00,-0.51,8794.91,-1685.60,-182,MSL;C,100,12,500,S,433,IB9048,L,C,1
60518S,ALXA,2012-07-09 11:13:37,ALXA,,,,ISLAND,100,4.02,4.06,-402.00,-0.5,402.50,0.00,4,P;O,1000,12,501,S,16,IB9048,L,O,1
60518S,ALXA,2012-07-09 11:13:37,ALXA,,,,ISLAND,200,4.02,4.06,-804.00,0.05,803.95,0.00,8,P;O,1000,12,502,S,17,IB9048,L,O,1
60518S,ALXA,2012-07-09 11:13:37,ALXA,,,,ISLAND,200,4.02,4.06,-804.00,-0.3,804.30,0.00,8,P;O,1000,12,503,S,18,IB9048,L,O,1
60518S,ALXA,2012-07-09 11:14:17,ALXA,,,,ISLAND,500,4.02,4.06,-2010.00,-0.75,2010.75,0.00,20,P;O,1000,12,504,S,19,IB9048,L,O,1
60518S,LNKD,2012-07-09 14:49:58,LNKD,,,,NYSE,100,102.6,102.98,-10260.00,-0.57,8875.88,-1384.69,38,MSL;C,100,12,505,S,434,IB9048,L,C,1
60518S,LNKD,2012-07-09 15:39:39,LNKD,,,,NYSE,-100,103.1,102.98,10310.00,-0.8,-10309.20,1685.60,12,O,-100,12,506,S,435,IB9048,S,O,1
60518S,LNKD,2012-07-10 10:10:11,LNKD,,,,ARCA,100,102.6,99.53,-10260.00,-0.51,8623.60,-1636.91,-307,MSL;C,100,12,507,S,436,IB9048,L,C,1
60518S,LNKD,2012-07-10 10:14:09,LNKD,,,,NYSE,-100,102.86,99.53,10286.00,-0.8,-10285.20,1384.69,333,O,-100,12,508,S,437,IB9048,S,O,1
60518S,LNKD,2012-07-10 10:19:50,LNKD,,,,NYSE,100,102.55,99.53,-10255.00,-0.57,8899.12,-1356.45,-302,MSL;C,100,12,509,S,438,IB9048,L,C,1
60518S,LNKD,2012-07-10 10:21:09,LNKD,,,,NYSE,-100,102.82,99.53,10282.00,-0.8,-10281.20,1636.91,329,O,-100,12,510,S,439,IB9048,S,O,1
60518S,LNKD,2012-07-10 10:23:19,LNKD,,,,NYSE,100,102.5,99.53,-10250.00,-0.57,8644.28,-1606.29,-297,MSL;C,100,12,511,S,440,IB9048,L,C,1
60518S,LNKD,2012-07-10 10:24:34,LNKD,,,,NYSE,-100,102.8,99.53,10280.00,-0.8,-10279.20,1356.45,327,O,-100,12,512,S,441,IB9048,S,O,1
60518S,LNKD,2012-07-10 10:26:34,LNKD,,,,NYSE,100,102.45,99.53,-10245.00,-0.57,8901.33,-1344.24,-292,MSL;C,100,12,513,S,442,IB9048,L,C,1
60518S,LNKD,2012-07-10 11:02:39,LNKD,,,,NYSE,100,101.1,99.53,-10110.00,-0.57,8907.64,-1202.93,-157,MSL;C,100,12,514,S,443,IB9048,L,C,1
60518S,LNKD,2012-07-10 11:21:41,LNKD,,,,NYSE,-100,101.5,99.53,10150.00,-0.8,-10149.20,1606.29,197,O,-100,12,515,S,444,IB9048,S,O,1
60518S,LNKD,2012-07-10 12:16:51,LNKD,,,,NYSE,100,101.09,99.53,-10109.00,-0.57,8542.92,-1566.65,-156,MSL;C,100,12,516,S,445,IB9048,L,C,1
60518S,LNKD,2012-07-10 12:34:58,LNKD,,,,NYSE,-100,101.3,99.53,10130.00,-0.8,-10129.20,1344.24,177,O,-100,12,517,S,446,IB9048,S,O,1
60518S,LNKD,2012-07-10 12:59:40,LNKD,,,,NYSE,100,101.1,99.53,-10110.00,-0.57,8784.96,-1325.61,-157,MSL;C,100,12,518,S,447,IB9048,L,C,1
60518S,LNKD,2012-07-10 13:17:44,LNKD,,,,NYSE,-100,101.35,99.53,10135.00,-0.8,-10134.20,1202.93,182,O,-100,12,519,S,448,IB9048,S,O,1
60518S,LNKD,2012-07-10 13:28:41,LNKD,,,,NYSE,100,101.07,99.53,-10107.00,-0.57,8922.74,-1184.83,-154,MSL;C,100,12,520,S,449,IB9048,L,C,1
60518S,LNKD,2012-07-10 13:56:21,LNKD,,,,NYSE,-100,101.35,99.53,10135.00,-0.8,-10134.20,1566.65,182,O,-100,12,521,S,450,IB9048,S,O,1
60518S,LNKD,2012-07-10 14:31:26,LNKD,,,,NYSE,100,99.75,99.53,-9975.00,-0.57,8567.55,-1408.02,-22,MSL;C,100,12,522,S,451,IB9048,L,C,1
60518S,LNKD,2012-07-10 14:39:59,LNKD,,,,NYSE,-100,99.98,99.53,9998.00,-0.79,-9997.21,1325.61,45,O,-100,12,523,S,452,IB9048,S,O,1
60518S,ANR,2012-07-10 15:07:13,ANR,,,,NYSE,"1,000",7.5,7.53,-7500.00,-2.2,7502.20,0.00,30,O,1000,12,524,S,42,IB9048,L,O,1
