filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Xchange,Q,Price,C_Price,Proceeds,CommTax,Basis,Realized_PL,MTM_PL,Codes,TotalQ,yr,inputLine,SecType,bkrGroup,account,LS,OC,multi
60518S,AXL 21JAN12 11.0 C,2012-01-03 13:26:39,AXL,2012-01-21 00:00:00,11.00,C,NASDAQOM,-8,0.25,0.23278,200.00,-4.2,-195.80,0.00,13.78,O,-8,12,1,O,663,IB9048,S,O,100
60518S,AXL 18FEB12 12.0 C,2012-01-03 13:51:46,AXL,2012-02-18 00:00:00,12.00,C,CBOE,-5,0.3,0.264196,150.00,-3.63,-146.37,0.00,17.9,O,-5,12,2,O,665,IB9048,S,O,100
60518S,AXL,2012-01-05 11:27:35,AXL,,,,ATD,100,10.9299,11.12,-1092.99,-0.82,1093.81,0.00,19.01,P;O,300,12,3,S,156,IB9048,L,O,1
60518S,AXL,2012-01-05 11:27:35,AXL,,,,IDEAL,100,10.93,11.12,-1093.00,-0.12,1093.12,0.00,19,P;O,300,12,4,S,157,IB9048,L,O,1
60518S,AXL,2012-01-05 11:27:35,AXL,,,,IDEAL,100,10.93,11.12,-1093.00,-0.47,1093.47,0.00,19,P;O,300,12,5,S,158,IB9048,L,O,1
60518S,ASH 18FEB12 70.0 C,2012-01-09 14:36:44,ASH,2012-02-18 00:00:00,70.00,C,CBOE,-8,0.25,0.183315,200.00,-5.8,-194.20,0.00,53.35,O,-8,12,6,O,654,IB9048,S,O,100
60518S,ASH 18FEB12 70.0 C,2012-01-09 14:43:49,ASH,2012-02-18 00:00:00,70.00,C,CBOE,-8,0.25,0.183315,200.00,-5.8,-194.20,0.00,53.35,O,-8,12,7,O,655,IB9048,S,O,100
60518S,CALX,2012-01-13 15:53:06,CALX,,,,NYSE,100,7,6.99,-700.00,-0.57,700.57,0.00,-1,P;O,600,12,8,S,210,IB9048,L,O,1
60518S,CALX,2012-01-13 15:56:47,CALX,,,,NYSE,100,7,6.99,-700.00,0.13,699.87,0.00,-1,P;O,600,12,9,S,211,IB9048,L,O,1
60518S,CALX,2012-01-13 15:56:51,CALX,,,,NYSE,169,7,6.99,-1183.00,-0.37,1183.37,0.00,-1.69,P;O,600,12,10,S,212,IB9048,L,O,1
60518S,CALX,2012-01-13 15:57:22,CALX,,,,NYSE,231,7,6.99,-1617.00,-0.51,1617.51,0.00,-2.31,P;O,600,12,11,S,213,IB9048,L,O,1
60518S,C 18FEB12 26.0 P,2012-01-17 12:49:29,C,2012-02-18 00:00:00,26.00,P,CBOE,-10,0.62,0.724006,620.00,-7.26,-612.74,0.00,-104.01,O,-10,12,12,O,757,IB9048,S,O,100
60518S,AAPL 18FEB12 435.0 C,2012-01-18 13:31:17,AAPL,2012-02-18 00:00:00,435.00,C,ISE,1,11.71,11.852339,-1171.00,-1.02,1172.02,0.00,14.23,P;O,5,12,13,O,539,IB9048,L,O,100
60518S,AAPL 18FEB12 440.0 C,2012-01-18 13:31:17,AAPL,2012-02-18 00:00:00,440.00,C,ISE,-1,9.54,9.719951,954.00,-1.04,-952.96,0.00,-18,P;O,-5,12,14,O,542,IB9048,S,O,100
60518S,AAPL 18FEB12 415.0 P,2012-01-18 13:31:17,AAPL,2012-02-18 00:00:00,415.00,P,ISE,-1,9.52,8.966384,952.00,-1.04,-950.96,0.00,55.36,P;O,-5,12,15,O,546,IB9048,S,O,100
60518S,AAPL 18FEB12 420.0 P,2012-01-18 13:31:17,AAPL,2012-02-18 00:00:00,420.00,P,ISE,1,11.35,10.644308,-1135.00,-1.02,1136.02,0.00,-70.57,P;O,5,12,16,O,549,IB9048,L,O,100
60518S,AAPL 18FEB12 435.0 C,2012-01-18 13:31:27,AAPL,2012-02-18 00:00:00,435.00,C,ISE,4,11.71,11.852339,-4684.00,-2.6,4686.60,0.00,56.94,P;O,5,12,17,O,540,IB9048,L,O,100
60518S,AAPL 18FEB12 440.0 C,2012-01-18 13:31:27,AAPL,2012-02-18 00:00:00,440.00,C,ISE,-4,9.54,9.719951,3816.00,-2.67,-3813.33,0.00,-71.98,P;O,-5,12,18,O,543,IB9048,S,O,100
60518S,AAPL 18FEB12 415.0 P,2012-01-18 13:31:27,AAPL,2012-02-18 00:00:00,415.00,P,ISE,-4,9.51,8.966384,3804.00,-2.67,-3801.33,0.00,217.45,P;O,-5,12,19,O,547,IB9048,S,O,100
60518S,AAPL 18FEB12 420.0 P,2012-01-18 13:31:27,AAPL,2012-02-18 00:00:00,420.00,P,ISE,4,11.34,10.644308,-4536.00,-2.6,4538.60,0.00,-278.28,P;O,5,12,20,O,550,IB9048,L,O,100
60518S,CALX,2012-01-18 15:11:34,CALX,,,,NYSE,-100,7.35,7.51,735.00,-0.58,-700.57,33.84,-16,P;ML;C,-600,12,21,S,214,IB9048,S,C,1
60518S,CALX,2012-01-18 15:11:34,CALX,,,,NYSE,-400,7.35,7.51,2940.00,-0.59,-2800.88,138.53,-64,P;ML;C,-600,12,22,S,215,IB9048,S,C,1
60518S,CALX,2012-01-18 15:11:34,CALX,,,,NYSE,-100,7.35,7.51,735.00,-0.23,-699.87,34.90,-16,P;ML;C,-600,12,23,S,216,IB9048,S,C,1
60518S,AMZN 18FEB12 200.0 C,2012-01-19 10:10:04,AMZN,2012-02-18 00:00:00,200.00,C,ISE,1,7.09,7.178922,-709.00,-1.02,710.02,0.00,8.89,P;O,6,12,24,O,628,IB9048,L,O,100
60518S,AMZN 18FEB12 205.0 C,2012-01-19 10:10:04,AMZN,2012-02-18 00:00:00,205.00,C,ISE,-1,5.36,5.368161,536.00,-1.03,-534.97,0.00,-0.82,P;O,-6,12,25,O,632,IB9048,S,O,100
60518S,AMZN 18FEB12 175.0 P,2012-01-19 10:10:04,AMZN,2012-02-18 00:00:00,175.00,P,ISE,-1,3.44,2.901676,344.00,-1.03,-342.97,0.00,53.83,P;O,-6,12,26,O,636,IB9048,S,O,100
60518S,AMZN 18FEB12 180.0 P,2012-01-19 10:10:04,AMZN,2012-02-18 00:00:00,180.00,P,ISE,1,4.81,4.136601,-481.00,-1.02,482.02,0.00,-67.34,P;O,6,12,27,O,640,IB9048,L,O,100
60518S,AMZN 18FEB12 200.0 C,2012-01-19 10:11:42,AMZN,2012-02-18 00:00:00,200.00,C,ISE,5,7.19,7.178922,-3595.00,-3.32,3598.32,0.00,-5.54,P;O,6,12,28,O,629,IB9048,L,O,100
60518S,AMZN 18FEB12 205.0 C,2012-01-19 10:11:42,AMZN,2012-02-18 00:00:00,205.00,C,ISE,-5,5.44,5.368161,2720.00,-3.37,-2716.63,0.00,35.92,P;O,-6,12,29,O,633,IB9048,S,O,100
60518S,AMZN 18FEB12 175.0 P,2012-01-19 10:11:42,AMZN,2012-02-18 00:00:00,175.00,P,ISE,-5,3.41,2.901676,1705.00,-3.36,-1701.64,0.00,254.16,P;O,-6,12,30,O,637,IB9048,S,O,100
60518S,AMZN 18FEB12 180.0 P,2012-01-19 10:11:42,AMZN,2012-02-18 00:00:00,180.00,P,ISE,5,4.76,4.136601,-2380.00,-3.32,2383.32,0.00,-311.7,P;O,6,12,31,O,641,IB9048,L,O,100
60518S,BJRI 18FEB12 45.0 C,2012-01-19 13:41:15,BJRI,2012-02-18 00:00:00,45.00,C,CBOE,-2,2.05,1.628622,410.00,-1.46,-408.54,0.00,84.28,O,-2,12,32,O,702,IB9048,S,O,100
60518S,AXL,2012-01-20 12:54:39,AXL,,,,CSFBCROSS,300,11.29,11.31,-3387.00,-1.41,3388.41,0.00,6,P;O,800,12,33,S,159,IB9048,L,O,1
60518S,AXL,2012-01-20 12:54:39,AXL,,,,CSFBCROSS,500,11.29,11.31,-5645.00,-2.35,5647.35,0.00,10,P;O,800,12,34,S,160,IB9048,L,O,1
60518S,BRCM 18FEB12 37.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,37.00,C,CBOE2,17,0.67,0.692232,-1139.00,-6.03,1145.03,0.00,37.79,P;O,22,12,35,O,732,IB9048,L,O,100
60518S,BRCM 18FEB12 37.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,37.00,C,CBOE,2,0.63,0.692232,-126.00,-1.45,127.45,0.00,12.45,P;O,22,12,36,O,733,IB9048,L,O,100
60518S,BRCM 18FEB12 37.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,37.00,C,AMEX,1,0.63,0.692232,-63.00,-0.72,63.72,0.00,6.22,P;O,22,12,37,O,734,IB9048,L,O,100
60518S,BRCM 18FEB12 37.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,37.00,C,ISE,2,0.64,0.692232,-128.00,-1.45,129.45,0.00,10.45,P;O,22,12,38,O,735,IB9048,L,O,100
60518S,BRCM 18FEB12 38.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,38.00,C,AMEX,-1,0.4,0.453751,40.00,-1.03,-38.97,0.00,-5.38,P;O,-22,12,39,O,738,IB9048,S,O,100
60518S,BRCM 18FEB12 38.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,38.00,C,ISE,-2,0.4,0.453751,80.00,-1.15,-78.85,0.00,-10.75,P;O,-22,12,40,O,739,IB9048,S,O,100
60518S,BRCM 18FEB12 38.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,38.00,C,CBOE2,-17,0.42,0.453751,714.00,-6.04,-707.96,0.00,-57.38,P;O,-22,12,41,O,740,IB9048,S,O,100
60518S,BRCM 18FEB12 38.0 C,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,38.00,C,CBOE,-2,0.4,0.453751,80.00,-1.45,-78.55,0.00,-10.75,P;O,-22,12,42,O,741,IB9048,S,O,100
60518S,BRCM 18FEB12 32.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,32.00,P,AMEX,-1,0.56,0.50195,56.00,-1.03,-54.97,0.00,5.8,P;O,-22,12,43,O,745,IB9048,S,O,100
60518S,BRCM 18FEB12 32.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,32.00,P,CBOE2,-17,0.62,0.50195,1054.00,-5.75,-1048.25,0.00,200.68,P;O,-22,12,44,O,746,IB9048,S,O,100
60518S,BRCM 18FEB12 32.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,32.00,P,ISE,-2,0.56,0.50195,112.00,-1.45,-110.55,0.00,11.61,P;O,-22,12,45,O,747,IB9048,S,O,100
60518S,BRCM 18FEB12 32.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,32.00,P,CBOE,-2,0.56,0.50195,112.00,-1.45,-110.55,0.00,11.61,P;O,-22,12,46,O,748,IB9048,S,O,100
60518S,BRCM 18FEB12 33.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,33.00,P,AMEX,1,0.83,0.746927,-83.00,-1.02,84.02,0.00,-8.31,P;O,22,12,47,O,750,IB9048,L,O,100
60518S,BRCM 18FEB12 33.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,33.00,P,CBOE2,17,0.87,0.746927,-1479.00,-5.73,1484.73,0.00,-209.22,P;O,22,12,48,O,751,IB9048,L,O,100
60518S,BRCM 18FEB12 33.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,33.00,P,ISE,2,0.82,0.746927,-164.00,-1.45,165.45,0.00,-14.61,P;O,22,12,49,O,752,IB9048,L,O,100
60518S,BRCM 18FEB12 33.0 P,2012-01-20 15:10:06,BRCM,2012-02-18 00:00:00,33.00,P,CBOE,2,0.83,0.746927,-166.00,-1.45,167.45,0.00,-16.61,P;O,22,12,50,O,753,IB9048,L,O,100
60518S,ALSK,2012-01-20 16:20:00,ALSK,,,,--,"2,400",5,2.85,-12000.00,0,12000.00,0.00,"-5,160.00",A;O,2400,12,51,S,15,IB9048,L,O,1
60518S,AXL,2012-01-20 16:20:00,AXL,,,,--,-800,11,11.31,8800.00,-0.17,-9035.76,-40.13,-248,A;ML;C,-800,12,52,S,161,IB9048,S,C,1
60518S,ALSK 21JAN12 5.0 P,2012-01-20 16:20:00,ALSK,2012-01-21 00:00:00,5.00,P,--,24,0,2.15,0.00,0,4024.98,0.00,"5,160.00",A;C,24,12,53,O,620,IB9048,L,C,100
60518S,AXL 21JAN12 11.0 C,2012-01-20 16:20:00,AXL,2012-01-21 00:00:00,11.00,C,--,8,0,0.31,0.00,0,195.80,0.00,248,A;C,8,12,54,O,664,IB9048,L,C,100
60518S,BAC 21JAN12 4.0 P,2012-01-20 16:20:00,BAC,2012-01-21 00:00:00,4.00,P,--,19,0,0,0.00,0,161.07,161.07,0,Ep;C,19,12,55,O,695,IB9048,L,C,100
60518S,BSDM 21JAN12 5.0 C,2012-01-20 16:20:00,BSDM,2012-01-21 00:00:00,5.00,C,--,-47,0,0,0.00,0,-259.56,-259.56,0,Ep;C,-47,12,56,O,756,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 10:53:24,ABT,2012-02-18 00:00:00,55.00,C,ISE,1,1.3,1.232166,-130.00,-1.02,131.02,0.00,-6.78,P;O,7,12,57,O,600,IB9048,L,O,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 10:53:24,ABT,2012-02-18 00:00:00,55.00,C,PHLX,1,1.3,1.232166,-130.00,-0.42,130.42,0.00,-6.78,P;O,7,12,58,O,601,IB9048,L,O,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 10:53:24,ABT,2012-02-18 00:00:00,55.00,P,PHLX,1,0.45,0.435461,-45.00,-1.02,46.02,0.00,-1.45,P;O,7,12,59,O,607,IB9048,L,O,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 10:53:24,ABT,2012-02-18 00:00:00,55.00,P,ISE,1,0.45,0.435461,-45.00,-0.42,45.42,0.00,-1.45,P;O,7,12,60,O,608,IB9048,L,O,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 10:53:25,ABT,2012-02-18 00:00:00,55.00,C,PHLX,5,1.3,1.232166,-650.00,-3.62,653.62,0.00,-33.92,P;O,7,12,61,O,602,IB9048,L,O,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 10:53:25,ABT,2012-02-18 00:00:00,55.00,P,PHLX,5,0.45,0.435461,-225.00,-3.62,228.62,0.00,-7.27,P;O,7,12,62,O,609,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,C,PHLX,1,2.02,2.091948,-202.00,-1.02,203.02,0.00,7.19,P;O,8,12,63,O,677,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,C,CBOE2,1,2,2.091948,-200.00,-0.05,200.05,0.00,9.19,P;O,8,12,64,O,678,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,C,ISE,1,2.02,2.091948,-202.00,-0.72,202.72,0.00,7.19,P;O,8,12,65,O,679,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,P,CBOE2,1,2,1.95173,-200.00,-0.65,200.65,0.00,-4.83,P;O,8,12,66,O,686,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,P,ISE,1,1.98,1.95173,-198.00,-0.42,198.42,0.00,-2.83,P;O,8,12,67,O,687,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:26:20,BA,2012-02-18 00:00:00,75.00,P,PHLX,1,1.98,1.95173,-198.00,-0.72,198.72,0.00,-2.83,P;O,8,12,68,O,688,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:27:34,BA,2012-02-18 00:00:00,75.00,C,CBOE2,1,2.04,2.091948,-204.00,-0.35,204.35,0.00,5.19,P;O,8,12,69,O,680,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:27:34,BA,2012-02-18 00:00:00,75.00,P,CBOE2,1,1.96,1.95173,-196.00,-0.35,196.35,0.00,-0.83,P;O,8,12,70,O,689,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:27:47,BA,2012-02-18 00:00:00,75.00,C,PSE,1,2.03,2.091948,-203.00,-1.17,204.17,0.00,6.19,P;O,8,12,71,O,681,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:27:47,BA,2012-02-18 00:00:00,75.00,P,PSE,1,1.97,1.95173,-197.00,-1.17,198.17,0.00,-1.83,P;O,8,12,72,O,690,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:27:52,BA,2012-02-18 00:00:00,75.00,C,PSE,1,2.02,2.091948,-202.00,-1.17,203.17,0.00,7.19,P;O,8,12,73,O,682,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:27:52,BA,2012-02-18 00:00:00,75.00,P,PSE,1,1.98,1.95173,-198.00,-1.17,199.17,0.00,-2.83,P;O,8,12,74,O,691,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:27:53,BA,2012-02-18 00:00:00,75.00,C,PSE,1,2.02,2.091948,-202.00,-1.17,203.17,0.00,7.19,P;O,8,12,75,O,683,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:27:53,BA,2012-02-18 00:00:00,75.00,P,PSE,1,1.98,1.95173,-198.00,-1.17,199.17,0.00,-2.83,P;O,8,12,76,O,692,IB9048,L,O,100
60518S,BA 18FEB12 75.0 C,2012-01-24 11:29:31,BA,2012-02-18 00:00:00,75.00,C,PSE,1,1.99,2.091948,-199.00,-0.47,199.47,0.00,10.19,P;O,8,12,77,O,684,IB9048,L,O,100
60518S,BA 18FEB12 75.0 P,2012-01-24 11:29:31,BA,2012-02-18 00:00:00,75.00,P,PSE,1,2.01,1.95173,-201.00,-0.47,201.47,0.00,-5.83,P;O,8,12,78,O,693,IB9048,L,O,100
60518S,BVSN,2012-01-24 13:11:35,BVSN,,,,ISLAND,-125,42.6,33.99,5325.00,-0.55,-1620.21,3704.23,"1,076.25",P;ML;C,-267,12,79,S,175,IB9048,S,C,1
60518S,BVSN,2012-01-24 13:11:36,BVSN,,,,ISLAND,-142,42.6,33.99,6049.20,-0.07,-1819.59,4229.54,"1,222.62",P;ML;C,-267,12,80,S,176,IB9048,S,C,1
60518S,BVSN,2012-01-24 13:15:52,BVSN,,,,ISLAND,-50,43.3,33.99,2165.00,-0.64,-631.44,1532.91,465.5,P;ML;C,-100,12,81,S,177,IB9048,S,C,1
60518S,BVSN,2012-01-24 13:15:52,BVSN,,,,ISLAND,-50,43.3,33.99,2165.00,0.06,-631.36,1533.70,465.5,P;ML;C,-100,12,82,S,178,IB9048,S,C,1
60518S,BVSN,2012-01-24 13:16:50,BVSN,,,,ISLAND,-200,43.49,33.99,8698.00,-0.47,-2524.29,6173.25,"1,900.00",ML;C,-200,12,83,S,179,IB9048,S,C,1
60518S,ABT 18FEB12 55.0 C,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,C,PHLX,-1,1.32,1.232166,132.00,-1.03,-131.02,-0.05,8.78,P;ML;C,-7,12,84,O,603,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,C,ISE,-1,1.33,1.232166,133.00,-0.43,-130.72,1.85,9.78,P;ML;C,-7,12,85,O,604,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,C,CBOE2,-4,1.32,1.232166,528.00,-1.43,-522.90,3.67,35.13,P;ML;C,-7,12,86,O,605,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 C,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,C,CBOE,-1,1.33,1.232166,133.00,-0.73,-130.42,1.85,9.78,P;ML;C,-7,12,87,O,606,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,P,CBOE2,-4,0.48,0.435461,192.00,-1.42,-183.20,7.38,17.82,P;ML;C,-7,12,88,O,610,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,P,PHLX,-1,0.48,0.435461,48.00,-0.73,-45.72,1.55,4.45,P;ML;C,-7,12,89,O,611,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,P,CBOE,-1,0.48,0.435461,48.00,-0.73,-45.72,1.55,4.45,P;ML;C,-7,12,90,O,612,IB9048,S,C,100
60518S,ABT 18FEB12 55.0 P,2012-01-24 15:03:55,ABT,2012-02-18 00:00:00,55.00,P,ISE,-1,0.47,0.435461,47.00,-0.73,-45.42,0.85,3.45,P;ML;C,-7,12,91,O,613,IB9048,S,C,100
60518S,AAPL 18FEB12 420.0 P,2012-01-24 15:20:20,AAPL,2012-02-18 00:00:00,420.00,P,CBOE,-5,14.1,14.259327,7050.00,-3.76,-5674.62,1371.62,-79.66,ML;C,-5,12,92,O,551,IB9048,S,C,100
60518S,AAPL 18FEB12 435.0 C,2012-01-24 15:20:53,AAPL,2012-02-18 00:00:00,435.00,C,CBOE,-5,9.2,7.869228,4600.00,-3.71,-5858.62,-1262.33,665.39,ML;C,-5,12,93,O,541,IB9048,S,C,100
60518S,AAPL 18FEB12 440.0 C,2012-01-24 15:21:28,AAPL,2012-02-18 00:00:00,440.00,C,NASDAQOM,4,7.3,6.323467,-2920.00,-1.22,3812.95,891.74,-390.61,P;ML;C,5,12,94,O,544,IB9048,L,C,100
60518S,AAPL 18FEB12 440.0 C,2012-01-24 15:21:44,AAPL,2012-02-18 00:00:00,440.00,C,NASDAQOM,1,7.3,6.323467,-730.00,-0.3,953.33,223.03,-97.65,P;ML;C,5,12,95,O,545,IB9048,L,C,100
60518S,AAPL 18FEB12 415.0 P,2012-01-24 15:23:07,AAPL,2012-02-18 00:00:00,415.00,P,CBOE,5,11.75,11.964689,-5875.00,-3.62,4752.29,-1126.34,107.34,ML;C,5,12,96,O,548,IB9048,L,C,100
60518S,BA 18FEB12 75.0 C,2012-01-24 15:23:49,BA,2012-02-18 00:00:00,75.00,C,NASDAQOM,-8,2.02,2.091948,1616.00,-2.47,-1620.16,-6.62,-57.56,ML;C,-8,12,97,O,685,IB9048,S,C,100
60518S,BA 18FEB12 75.0 P,2012-01-24 15:41:15,BA,2012-02-18 00:00:00,75.00,P,CBOE,-8,1.99,1.95173,1592.00,-5.83,-1592.16,-5.98,30.62,ML;C,-8,12,98,O,694,IB9048,S,C,100
60518S,AAPL 18JAN14 400.0 C,2012-01-27 15:04:18,AAPL,2014-01-18 00:00:00,400.00,C,NASDAQOM,-2,100.45,101.665002,20090.00,-0.99,-17061.44,3027.56,-243,ML;C,-2,12,99,O,599,IB9048,S,C,100
60518S,AAPL 19JAN13 350.0 P,2012-01-27 15:41:36,AAPL,2013-01-19 00:00:00,350.00,P,CBOE,2,16.35,16.375726,-3270.00,-1.45,9549.13,6277.68,5.15,ML;C,2,12,100,O,597,IB9048,L,C,100
60518S,AAPL 19JAN13 350.0 P,2012-01-27 15:58:52,AAPL,2013-01-19 00:00:00,350.00,P,NASDAQOM,2,16.25,16.375726,-3250.00,-0.61,9549.13,6298.52,25.15,ML;C,2,12,101,O,598,IB9048,L,C,100
60518S,BRCM 18FEB12 33.0 P,2012-01-31 13:50:33,BRCM,2012-02-18 00:00:00,33.00,P,CBOE,-6,0.78,0.951944,468.00,-4.36,-524.02,-60.38,-103.17,P;ML;C,-22,12,102,O,754,IB9048,S,C,100
60518S,BRCM 18FEB12 38.0 C,2012-01-31 13:50:53,BRCM,2012-02-18 00:00:00,38.00,C,AMEX,2,0.33,0.252853,-66.00,-1.45,78.25,10.80,-15.43,P;ML;C,22,12,103,O,742,IB9048,L,C,100
60518S,BRCM 18FEB12 38.0 C,2012-01-31 13:50:54,BRCM,2012-02-18 00:00:00,38.00,C,PHLX,10,0.33,0.252853,-330.00,-7.24,409.64,72.39,-77.15,P;ML;C,22,12,104,O,743,IB9048,L,C,100
60518S,BRCM 18FEB12 38.0 C,2012-01-31 13:50:54,BRCM,2012-02-18 00:00:00,38.00,C,PHLX,10,0.33,0.252853,-330.00,-7.24,416.45,79.20,-77.15,P;ML;C,22,12,105,O,744,IB9048,L,C,100
60518S,BRCM 18FEB12 33.0 P,2012-01-31 13:56:11,BRCM,2012-02-18 00:00:00,33.00,P,CBOE,-16,0.78,0.951944,1248.00,-11.62,-1377.63,-141.24,-275.11,P;ML;C,-22,12,106,O,755,IB9048,S,C,100
60518S,AMZN 18FEB12 200.0 C,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,200.00,C,CBOE2,-5,7.51,8.643512,3755.00,-1.84,-3598.32,154.83,-566.76,P;ML;C,-6,12,107,O,630,IB9048,S,C,100
60518S,AMZN 18FEB12 200.0 C,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,200.00,C,ISE,-1,7.5,8.643512,750.00,-0.74,-710.02,39.24,-114.35,P;ML;C,-6,12,108,O,631,IB9048,S,C,100
60518S,AMZN 18FEB12 205.0 C,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,205.00,C,CBOE2,5,5.72,6.724154,-2860.00,-1.77,2708.27,-153.51,502.08,P;ML;C,6,12,109,O,634,IB9048,L,C,100
60518S,AMZN 18FEB12 205.0 C,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,205.00,C,ISE,1,5.7,6.724154,-570.00,-0.72,543.33,-27.40,102.42,P;ML;C,6,12,110,O,635,IB9048,L,C,100
60518S,AMZN 18FEB12 175.0 P,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,175.00,P,CBOE2,5,3.87,3.638814,-1935.00,-1.77,1701.64,-235.13,-115.59,P;ML;C,6,12,111,O,638,IB9048,L,C,100
60518S,AMZN 18FEB12 175.0 P,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,175.00,P,ISE,1,3.87,3.638814,-387.00,-0.72,342.97,-44.76,-23.12,P;ML;C,6,12,112,O,639,IB9048,L,C,100
60518S,AMZN 18FEB12 180.0 P,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,180.00,P,CBOE2,-5,5.38,5.00412,2690.00,-1.82,-2388.68,299.49,187.94,P;ML;C,-6,12,113,O,642,IB9048,S,C,100
60518S,AMZN 18FEB12 180.0 P,2012-01-31 15:03:02,AMZN,2012-02-18 00:00:00,180.00,P,ISE,-1,5.37,5.00412,537.00,-0.73,-476.66,59.60,36.59,P;ML;C,-6,12,114,O,643,IB9048,S,C,100
60518S,BRCM 18FEB12 37.0 C,2012-02-01 10:39:40,BRCM,2012-02-18 00:00:00,37.00,C,CBOE,-11,0.66,0.955422,726.00,-7.98,-740.90,-22.88,-324.96,ML;C,-11,12,115,O,736,IB9048,S,C,100
60518S,BRCM 18FEB12 37.0 C,2012-02-01 10:45:00,BRCM,2012-02-18 00:00:00,37.00,C,CBOE,-11,0.7,0.955422,770.00,-7.98,-724.75,37.27,-280.96,ML;C,-11,12,116,O,737,IB9048,S,C,100
60518S,C 19JAN13 40.0 P,2012-02-01 13:39:57,C,2013-01-19 00:00:00,40.00,P,CBOE,2,10,10.372523,-2000.00,-1.45,1149.06,-852.39,74.5,ML;C,2,12,117,O,774,IB9048,L,C,100
60518S,AMZN 18JAN14 280.0 C,2012-02-01 13:52:20,AMZN,2014-01-18 00:00:00,280.00,C,NASDAQOM,1,9.55,9.596475,-955.00,-0.6,4769.27,3813.66,4.65,ML;C,1,12,118,O,647,IB9048,L,C,100
