filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Q,Price,Basis,Realized_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType,Account,bkrGroup
60518S,LNKD,6/27/2012 15:25,LNKD,,,,-2,87.487184,-174.97,-35.12,ST,100,allocation,12,525,S,IB9048,417
60518S,LNKD,6/27/2012 15:25,LNKD,,,,-86,87.479037,-7523.2,-1510.73,ST,100,allocation,12,526,S,IB9048,417
60518S,BKS 21JUL12 18.0 C,6/29/2012,BKS,2012-07-21 00:00:00,18.00,C,-10,0.325236,-325.24,325.24,ST,10,allocation,12,527,O,IB9048,725
60518S,BKS 21JUL12 17.0 C,6/29/2012,BKS,2012-07-21 00:00:00,17.00,C,-8,0.578667,-462.93,462.93,ST,8,allocation,12,528,O,IB9048,722
60518S,LNKD,6/29/2012,LNKD,,,,-100,,,1797.43,ST,,wash,12,529,S,IB9048,425
60518S,LNKD,6/29/2012,LNKD,,,,-100,,,1806.52,ST,,wash,12,530,S,IB9048,423
60518S,LNKD,6/29/2012,LNKD,,,,-100,,,1823.13,ST,,wash,12,531,S,IB9048,421
60518S,LNKD,6/29/2012,LNKD,,,,-100,,,1756.55,ST,,wash,12,532,S,IB9048,419
60518S,LNKD,6/29/2012,LNKD,,,,-100,,,1708.88,ST,,wash,12,533,S,IB9048,418
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-6,88.784579,-532.71,-82.93,ST,100,allocation,12,534,S,IB9048,435
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-5,88.775238,-443.88,-69.15,ST,100,allocation,12,535,S,IB9048,435
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-12,88.765644,-1065.19,-166.08,ST,100,allocation,12,536,S,IB9048,435
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-50,88.761225,-4438.06,-692.22,ST,100,allocation,12,537,S,IB9048,435
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-22,88.753369,-1952.57,-304.75,ST,100,allocation,12,538,S,IB9048,435
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-3,88.613246,-265.84,-50.83,ST,100,allocation,12,539,S,IB9048,429
60518S,LNKD,6/29/2012 9:54,LNKD,,,,-2,88.532416,-177.06,-34.05,ST,100,allocation,12,540,S,IB9048,429
60518S,LNKD,6/29/2012 10:58,LNKD,,,,-12,89.083383,-1069,-144.27,ST,100,allocation,12,541,S,IB9048,444
60518S,LNKD,6/29/2012 10:58,LNKD,,,,-2,89.083382,-178.17,-24.04,ST,100,allocation,12,542,S,IB9048,444
60518S,LNKD,6/29/2012 10:58,LNKD,,,,-86,89.075236,-7660.47,-1034.62,ST,100,allocation,12,543,S,IB9048,444
60518S,CELG,6/29/2012 11:38,CELG,,,,-82,63.811503,5232.54,351.11,ST,-100,allocation,12,544,S,IB9048,258
60518S,CELG,6/29/2012 11:38,CELG,,,,-18,63.811503,1148.61,77.07,ST,-100,allocation,12,545,S,IB9048,258
60518S,CELG,6/29/2012 11:38,CELG,,,,-15,63.811503,957.17,63.13,ST,-15,allocation,12,546,S,IB9048,254
60518S,CELG,6/29/2012 11:38,CELG,,,,-85,63.811503,5423.98,357.06,ST,-85,allocation,12,547,S,IB9048,253
60518S,CELG,6/29/2012 11:38,CELG,,,,-97,64.828249,6288.34,-90.96,ST,-100,allocation,12,548,S,IB9048,241
60518S,CELG,6/29/2012 11:38,CELG,,,,-3,64.835052,194.51,-2.83,ST,-100,allocation,12,549,S,IB9048,241
60518S,CELG,6/29/2012 11:38,CELG,,,,-100,64.835052,6483.51,-95.15,ST,-100,allocation,12,550,S,IB9048,240
60518S,CELG,6/29/2012 11:38,CELG,,,,97,,,98.62,ST,,wash,12,551,S,IB9048,237
60518S,CELG,6/29/2012 11:38,CELG,,,,103,,,105.43,ST,,wash,12,552,S,IB9048,236
60518S,CELG,6/29/2012 11:43,CELG,,,,-70,64.725681,4530.8,-58.7,ST,-200,allocation,12,553,S,IB9048,243
60518S,CELG,6/29/2012 11:43,CELG,,,,-27,64.731197,1747.74,-22.79,ST,-200,allocation,12,554,S,IB9048,243
60518S,CELG,6/29/2012 11:43,CELG,,,,-3,64.732483,194.2,-2.54,ST,-200,allocation,12,555,S,IB9048,243
60518S,CELG,6/29/2012 11:43,CELG,,,,-100,64.745006,6474.5,-85.79,ST,-200,allocation,12,556,S,IB9048,243
60518S,CELG,6/29/2012 11:43,CELG,,,,3,,,2.83,ST,,wash,12,557,S,IB9048,241
60518S,CELG,6/29/2012 11:43,CELG,,,,70,,,65.64,ST,,wash,12,558,S,IB9048,241
60518S,CELG,6/29/2012 11:43,CELG,,,,27,,,25.32,ST,,wash,12,559,S,IB9048,241
60518S,CELG,6/29/2012 11:43,CELG,,,,100,,,95.15,ST,,wash,12,560,S,IB9048,240
60518S,CELG,6/29/2012 13:23,CELG,,,,-70,64.630118,4524.11,-51.07,ST,-139,allocation,12,561,S,IB9048,247
60518S,CELG,6/29/2012 13:23,CELG,,,,-27,64.635635,1745.16,-19.85,ST,-139,allocation,12,562,S,IB9048,247
60518S,CELG,6/29/2012 13:23,CELG,,,,-3,64.63692,193.91,-2.21,ST,-139,allocation,12,563,S,IB9048,247
60518S,CELG,6/29/2012 13:23,CELG,,,,-39,64.649443,2521.33,-29.21,ST,-139,allocation,12,564,S,IB9048,247
60518S,CELG,6/29/2012 13:23,CELG,,,,-61,64.649443,3943.62,-46.38,ST,-61,allocation,12,565,S,IB9048,246
60518S,CELG,6/29/2012 13:23,CELG,,,,3,,,2.54,ST,,wash,12,566,S,IB9048,243
60518S,CELG,6/29/2012 13:23,CELG,,,,27,,,22.79,ST,,wash,12,567,S,IB9048,243
60518S,CELG,6/29/2012 13:23,CELG,,,,70,,,58.7,ST,,wash,12,568,S,IB9048,243
60518S,CELG,6/29/2012 13:23,CELG,,,,100,,,85.79,ST,,wash,12,569,S,IB9048,243
60518S,CELG,6/29/2012 14:27,CELG,,,,-39,64.524555,2516.46,-24.73,ST,-129,allocation,12,570,S,IB9048,250
60518S,CELG,6/29/2012 14:27,CELG,,,,-61,64.555366,3937.88,-41.15,ST,-71,allocation,12,571,S,IB9048,249
60518S,CELG,6/29/2012 14:27,CELG,,,,39,,,28.45,ST,,wash,12,572,S,IB9048,247
60518S,CELG,6/29/2012 14:27,CELG,,,,61,,,46.38,ST,,wash,12,573,S,IB9048,246
60518S,CELG,6/29/2012 14:27,CELG,,,,-31,64.517549,2000.04,-19.44,ST,-129,allocation,12,574,S,IB9048,250
60518S,CELG,6/29/2012 14:27,CELG,,,,-27,64.523066,1742.12,-17.08,ST,-129,allocation,12,575,S,IB9048,250
60518S,CELG,6/29/2012 14:27,CELG,,,,-3,64.524351,193.57,-1.9,ST,-129,allocation,12,576,S,IB9048,250
60518S,CELG,6/29/2012 14:27,CELG,,,,-29,64.536874,1871.57,-18.74,ST,-129,allocation,12,577,S,IB9048,250
60518S,CELG,6/29/2012 14:27,CELG,,,,-10,64.536874,645.37,-6.56,ST,-71,allocation,12,578,S,IB9048,249
60518S,CELG,6/29/2012 14:27,CELG,,,,3,,,2.21,ST,,wash,12,579,S,IB9048,247
60518S,CELG,6/29/2012 14:27,CELG,,,,27,,,19.85,ST,,wash,12,580,S,IB9048,247
60518S,CELG,6/29/2012 14:27,CELG,,,,31,,,22.62,ST,,wash,12,581,S,IB9048,247
60518S,CELG,6/29/2012 14:27,CELG,,,,39,,,29.21,ST,,wash,12,582,S,IB9048,247
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-6,88.332749,-530,-107.72,ST,100,allocation,12,583,S,IB9048,424
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-1,88.325814,-88.33,-17.96,ST,100,allocation,12,584,S,IB9048,424
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-42,88.32505,-3709.65,-754.35,ST,100,allocation,12,585,S,IB9048,424
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-29,88.311038,-2561.02,-521.27,ST,100,allocation,12,586,S,IB9048,424
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-20,88.283507,-1765.67,-360.04,ST,100,allocation,12,587,S,IB9048,424
60518S,LNKD,6/29/2012 14:48,LNKD,,,,-2,88.197558,-176.4,-36.18,ST,100,allocation,12,588,S,IB9048,422
60518S,BKS 21JUL12 17.0 C,6/29/2012 15:00,BKS,2012-07-21 00:00:00,17.00,C,-2,0.542731,-108.55,28.59,ST,2,allocation,12,589,O,IB9048,721
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-23,88.492575,-2035.33,-420.05,ST,100,allocation,12,590,S,IB9048,428
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-50,88.478563,-4423.93,-913.86,ST,100,allocation,12,591,S,IB9048,428
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-3,88.475825,-265.43,-54.84,ST,100,allocation,12,592,S,IB9048,428
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-20,88.466483,-1769.33,-365.78,ST,100,allocation,12,593,S,IB9048,428
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-2,88.453758,-176.91,-36.6,ST,100,allocation,12,594,S,IB9048,428
60518S,LNKD,6/29/2012 15:07,LNKD,,,,-2,88.37275,-176.75,-36.77,ST,100,allocation,12,595,S,IB9048,428
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-6,88.294557,-529.77,-107.53,ST,100,allocation,12,596,S,IB9048,426
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-1,88.287621,-88.29,-17.93,ST,100,allocation,12,597,S,IB9048,426
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-42,88.286858,-3708.05,-753.01,ST,100,allocation,12,598,S,IB9048,426
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-29,88.272845,-2559.91,-520.34,ST,100,allocation,12,599,S,IB9048,426
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-20,88.245314,-1764.91,-359.41,ST,100,allocation,12,600,S,IB9048,426
60518S,LNKD,6/29/2012 15:19,LNKD,,,,-2,88.198182,-176.4,-36.04,ST,100,allocation,12,601,S,IB9048,426
60518S,CELG,6/29/2012 15:31,CELG,,,,-61,64.466168,3932.44,206.02,ST,-100,allocation,12,602,S,IB9048,252
60518S,CELG,6/29/2012 15:31,CELG,,,,-10,64.447676,644.48,33.96,ST,-100,allocation,12,603,S,IB9048,252
60518S,CELG,6/29/2012 15:31,CELG,,,,-29,64.42549,1868.34,99.12,ST,-100,allocation,12,604,S,IB9048,252
60518S,CELG,6/29/2012 15:31,CELG,,,,-10,64.42549,644.25,33.68,ST,-100,allocation,12,605,S,IB9048,251
60518S,CELG,6/29/2012 15:31,CELG,,,,-31,64.418483,1996.97,104.62,ST,-100,allocation,12,606,S,IB9048,251
60518S,CELG,6/29/2012 15:31,CELG,,,,-29,64.437808,1868.7,97.31,ST,-100,allocation,12,607,S,IB9048,251
60518S,CELG,6/29/2012 15:31,CELG,,,,-27,64.424,1739.45,90.97,ST,-100,allocation,12,608,S,IB9048,251
60518S,CELG,6/29/2012 15:31,CELG,,,,-3,64.425286,193.28,10.1,ST,-100,allocation,12,609,S,IB9048,251
60518S,CELG,6/29/2012 15:31,CELG,,,,3,,,1.9,ST,,wash,12,610,S,IB9048,250
60518S,CELG,6/29/2012 15:31,CELG,,,,27,,,17.08,ST,,wash,12,611,S,IB9048,250
60518S,CELG,6/29/2012 15:31,CELG,,,,29,,,18.74,ST,,wash,12,612,S,IB9048,250
60518S,CELG,6/29/2012 15:31,CELG,,,,31,,,19.44,ST,,wash,12,613,S,IB9048,250
60518S,CELG,6/29/2012 15:31,CELG,,,,39,,,24.73,ST,,wash,12,614,S,IB9048,250
60518S,CELG,6/29/2012 15:31,CELG,,,,10,,,6.56,ST,,wash,12,615,S,IB9048,249
60518S,CELG,6/29/2012 15:31,CELG,,,,61,,,41.15,ST,,wash,12,616,S,IB9048,249
60518S,LNKD,7/2/2012,LNKD,,,,-100,,,1686.63,ST,,wash,12,617,S,IB9048,431
60518S,LNKD,7/2/2012,LNKD,,,,-100,,,1827.9,ST,,wash,12,618,S,IB9048,430
60518S,LNKD,7/2/2012,LNKD,,,,-100,,,1794.25,ST,,wash,12,619,S,IB9048,427
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-6,89.020749,-534.12,-80.61,ST,100,allocation,12,620,S,IB9048,443
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-1,89.013813,-89.01,-13.44,ST,100,allocation,12,621,S,IB9048,443
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-42,89.01305,-3738.55,-564.59,ST,100,allocation,12,622,S,IB9048,443
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-29,88.999037,-2580.97,-393.14,ST,100,allocation,12,623,S,IB9048,439
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-20,88.971506,-1779.43,-271.68,ST,100,allocation,12,624,S,IB9048,439
60518S,LNKD,7/2/2012 9:58,LNKD,,,,-2,88.924374,-177.85,-27.26,ST,100,allocation,12,625,S,IB9048,439
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-23,87.578792,-2014.31,-435.32,ST,100,allocation,12,626,S,IB9048,432
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-50,87.564779,-4378.24,-947.05,ST,100,allocation,12,627,S,IB9048,432
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-3,87.562042,-262.69,-56.83,ST,100,allocation,12,628,S,IB9048,432
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-20,87.5527,-1751.05,-379.06,ST,100,allocation,12,629,S,IB9048,432
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-2,87.539975,-175.08,-37.93,ST,100,allocation,12,630,S,IB9048,432
60518S,LNKD,7/2/2012 10:10,LNKD,,,,-2,87.458966,-174.92,-38.09,ST,100,allocation,12,631,S,IB9048,432
60518S,LNKD,7/2/2012 10:20,LNKD,,,,-6,90.231346,-541.39,-51.85,ST,6,allocation,12,632,S,IB9048,494
60518S,LNKD,7/2/2012 10:20,LNKD,,,,-89,90.231346,-8030.59,-781.36,ST,94,allocation,12,633,S,IB9048,493
60518S,LNKD,7/2/2012 10:20,LNKD,,,,-2,90.068604,-180.14,-17.88,ST,94,allocation,12,634,S,IB9048,493
60518S,LNKD,7/2/2012 10:20,LNKD,,,,-3,90.149434,-270.45,-26.58,ST,94,allocation,12,635,S,IB9048,493
60518S,LNKD,7/6/2012,LNKD,,,,-100,,,1894.28,ST,,wash,12,636,S,IB9048,433
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-23,87.964985,-2023.19,-387.32,ST,100,allocation,12,637,S,IB9048,434
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-50,87.950972,-4397.55,-842.71,ST,100,allocation,12,638,S,IB9048,434
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-3,87.948235,-263.84,-50.57,ST,100,allocation,12,639,S,IB9048,434
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-20,87.938893,-1758.78,-337.32,ST,100,allocation,12,640,S,IB9048,434
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-2,87.926168,-175.85,-33.76,ST,100,allocation,12,641,S,IB9048,434
60518S,LNKD,7/6/2012 12:43,LNKD,,,,-2,87.845159,-175.69,-33.92,ST,100,allocation,12,642,S,IB9048,434
60518S,LNKD,7/9/2012,LNKD,,,,-100,,,1685.6,ST,,wash,12,643,S,IB9048,436
60518S,ALXA,7/9/2012,ALXA,,,,-500,4.021503,2010.75,598.39,ST,-500,allocation,12,644,S,IB9048,28
60518S,ALXA,7/9/2012,ALXA,,,,-500,4.021503,2010.75,263.4,ST,-500,allocation,12,645,S,IB9048,27
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-23,86.251863,-1983.79,-376.12,ST,100,allocation,12,646,S,IB9048,437
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-50,86.237851,-4311.89,-818.36,ST,100,allocation,12,647,S,IB9048,437
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-3,86.235113,-258.71,-49.11,ST,100,allocation,12,648,S,IB9048,437
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-20,86.225771,-1724.52,-327.59,ST,100,allocation,12,649,S,IB9048,437
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-2,86.213046,-172.43,-32.78,ST,100,allocation,12,650,S,IB9048,437
60518S,LNKD,7/9/2012 15:39,LNKD,,,,-2,86.132038,-172.26,-32.95,ST,100,allocation,12,651,S,IB9048,437
60518S,ANR 21JUL12 7.0 P,7/10/2012,ANR,2012-07-21 00:00:00,7.00,P,-4,0.252737,-101.09,0,ST,4,allocation,12,652,O,IB9048,654
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1325.61,ST,,wash,12,653,S,IB9048,453
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1566.65,ST,,wash,12,654,S,IB9048,451
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1202.93,ST,,wash,12,655,S,IB9048,449
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1344.24,ST,,wash,12,656,S,IB9048,447
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1606.29,ST,,wash,12,657,S,IB9048,445
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1356.45,ST,,wash,12,658,S,IB9048,442
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1636.91,ST,,wash,12,659,S,IB9048,440
60518S,LNKD,7/10/2012,LNKD,,,,-100,,,1384.69,ST,,wash,12,660,S,IB9048,438
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-6,89.030863,-534.19,-80.55,ST,100,allocation,12,661,S,IB9048,443
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-5,89.021521,-445.11,-67.17,ST,100,allocation,12,662,S,IB9048,443
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-12,89.011927,-1068.14,-161.33,ST,100,allocation,12,663,S,IB9048,443
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-28,89.007509,-2492.21,-376.55,ST,100,allocation,12,664,S,IB9048,443
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-22,89.007509,-1958.17,-298.06,ST,100,allocation,12,665,S,IB9048,439
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-22,88.999653,-1957.99,-298.23,ST,100,allocation,12,666,S,IB9048,439
60518S,LNKD,7/10/2012 10:14,LNKD,,,,-5,88.941441,-444.71,-68.07,ST,100,allocation,12,667,S,IB9048,439
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-23,86.458748,-1988.55,-369.08,ST,100,allocation,12,668,S,IB9048,441
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-50,86.444735,-4322.24,-803.05,ST,100,allocation,12,669,S,IB9048,441
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-3,86.441998,-259.33,-48.19,ST,100,allocation,12,670,S,IB9048,441
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-20,86.432656,-1728.65,-321.46,ST,100,allocation,12,671,S,IB9048,441
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-2,86.419931,-172.84,-32.17,ST,100,allocation,12,672,S,IB9048,441
60518S,LNKD,7/10/2012 10:21,LNKD,,,,-2,86.338922,-172.68,-32.33,ST,100,allocation,12,673,S,IB9048,441
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-22,89.243794,-1963.36,-260.3,ST,100,allocation,12,674,S,IB9048,450
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-22,89.235938,-1963.19,-260.47,ST,100,allocation,12,675,S,IB9048,450
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-29,89.235322,-2587.82,-343.37,ST,100,allocation,12,676,S,IB9048,450
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-20,89.207791,-1784.16,-237.36,ST,100,allocation,12,677,S,IB9048,450
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-5,89.177726,-445.89,-59.49,ST,100,allocation,12,678,S,IB9048,450
60518S,LNKD,7/10/2012 10:24,LNKD,,,,-2,89.160658,-178.32,-23.83,ST,100,allocation,12,679,S,IB9048,450
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-23,85.445062,-1965.24,-359.96,ST,100,allocation,12,680,S,IB9048,446
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-50,85.431049,-4271.55,-783.23,ST,100,allocation,12,681,S,IB9048,446
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-3,85.428312,-256.28,-47,ST,100,allocation,12,682,S,IB9048,446
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-20,85.41897,-1708.38,-313.53,ST,100,allocation,12,683,S,IB9048,446
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-2,85.406245,-170.81,-31.38,ST,100,allocation,12,684,S,IB9048,446
60518S,LNKD,7/10/2012 11:21,LNKD,,,,-2,85.325236,-170.65,-31.54,ST,100,allocation,12,685,S,IB9048,446
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-6,87.867182,-527.2,-79.43,ST,100,allocation,12,686,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-5,87.85784,-439.29,-66.24,ST,100,allocation,12,687,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-6,87.857067,-527.14,-79.49,ST,100,allocation,12,688,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-1,87.850132,-87.85,-13.26,ST,100,allocation,12,689,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-42,87.849368,-3689.67,-556.77,ST,100,allocation,12,690,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-12,87.848246,-1054.18,-159.09,ST,100,allocation,12,691,S,IB9048,448
60518S,LNKD,7/10/2012 12:34,LNKD,,,,-28,87.843828,-2459.63,-371.33,ST,100,allocation,12,692,S,IB9048,448
60518S,LNKD,7/10/2012 13:17,LNKD,,,,-86,89.311554,-7680.79,-963.56,ST,100,allocation,12,693,S,IB9048,487
60518S,LNKD,7/10/2012 13:17,LNKD,,,,-12,89.3197,-1071.84,-134.35,ST,100,allocation,12,694,S,IB9048,487
60518S,LNKD,7/10/2012 13:17,LNKD,,,,-2,89.3197,-178.64,-22.39,ST,100,allocation,12,695,S,IB9048,487
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-23,85.691379,-1970.9,-323.48,ST,100,allocation,12,696,S,IB9048,452
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-50,85.677367,-4283.87,-703.92,ST,100,allocation,12,697,S,IB9048,452
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-3,85.674629,-257.02,-42.24,ST,100,allocation,12,698,S,IB9048,452
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-20,85.665288,-1713.31,-281.81,ST,100,allocation,12,699,S,IB9048,452
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-2,85.652562,-171.31,-28.21,ST,100,allocation,12,700,S,IB9048,452
60518S,LNKD,7/10/2012 13:56,LNKD,,,,-2,85.571554,-171.14,-28.37,ST,100,allocation,12,701,S,IB9048,452
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-6,86.73353,-520.4,-77.53,ST,100,allocation,12,702,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-5,86.724188,-433.62,-64.66,ST,100,allocation,12,703,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-6,86.723416,-520.34,-77.59,ST,100,allocation,12,704,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-1,86.71648,-86.72,-12.94,ST,100,allocation,12,705,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-42,86.715716,-3642.06,-543.48,ST,100,allocation,12,706,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-12,86.714594,-1040.58,-155.29,ST,100,allocation,12,707,S,IB9048,454
60518S,LNKD,7/10/2012 14:39,LNKD,,,,-28,86.710176,-2427.88,-362.47,ST,100,allocation,12,708,S,IB9048,454
60518S,ANR,7/10/2012 15:07,ANR,,,,-100,7.502203,750.22,115.6,ST,-200,allocation,12,709,S,IB9048,86
60518S,LNKD,7/11/2012,LNKD,,,,-100,,,1408.02,ST,,wash,12,710,S,IB9048,458
60518S,LNKD,7/11/2012,LNKD,,,,-100,,,1184.83,ST,,wash,12,711,S,IB9048,455
60518S,ARNA,7/11/2012,ARNA,,,,-100,11.121114,1112.11,-249.94,ST,-100,allocation,12,712,S,IB9048,135
60518S,ARNA,7/11/2012,ARNA,,,,-100,11.121114,1112.11,-250.64,ST,-100,allocation,12,713,S,IB9048,134
60518S,ARNA,7/11/2012,ARNA,,,,-200,11.121114,2224.22,-500.58,ST,-200,allocation,12,714,S,IB9048,131
60518S,ARNA,7/11/2012,ARNA,,,,-200,11.12306,2224.61,-552.97,ST,-200,allocation,12,715,S,IB9048,130
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-22,88.710129,-1951.62,-253.19,ST,34,allocation,12,716,S,IB9048,457
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-12,88.702273,-1064.43,-138.2,ST,34,allocation,12,717,S,IB9048,457
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-10,88.702273,-887.02,-115.27,ST,66,allocation,12,718,S,IB9048,456
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-29,88.701658,-2572.35,-334.3,ST,66,allocation,12,719,S,IB9048,456
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-20,88.674127,-1773.48,-231.1,ST,66,allocation,12,720,S,IB9048,456
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-5,88.644061,-443.22,-57.93,ST,66,allocation,12,721,S,IB9048,456
60518S,LNKD,7/11/2012 10:10,LNKD,,,,-2,88.626994,-177.25,-23.2,ST,66,allocation,12,722,S,IB9048,456
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-23,86.497714,-1989.45,-336.21,ST,100,allocation,12,723,S,IB9048,460
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-50,86.483702,-4324.19,-731.6,ST,100,allocation,12,724,S,IB9048,460
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-3,86.480964,-259.44,-43.9,ST,100,allocation,12,725,S,IB9048,460
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-20,86.471622,-1729.43,-292.88,ST,100,allocation,12,726,S,IB9048,460
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-2,86.458898,-172.92,-29.31,ST,100,allocation,12,727,S,IB9048,460
60518S,LNKD,7/11/2012 15:12,LNKD,,,,-2,86.377888,-172.76,-29.48,ST,100,allocation,12,728,S,IB9048,460
60518S,LNKD,7/12/2012,LNKD,,,,-100,,,1153.19,ST,,wash,12,729,S,IB9048,461
60518S,LNKD,7/12/2012,LNKD,,,,-100,,,1293.97,ST,,wash,12,730,S,IB9048,459
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-6,88.579844,-531.48,-89.56,ST,100,allocation,12,731,S,IB9048,463
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-5,88.570502,-442.85,-74.68,ST,100,allocation,12,732,S,IB9048,463
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-6,88.569729,-531.42,-89.62,ST,100,allocation,12,733,S,IB9048,463
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-1,88.562794,-88.56,-14.94,ST,100,allocation,12,734,S,IB9048,463
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-42,88.56203,-3719.61,-627.63,ST,100,allocation,12,735,S,IB9048,463
60518S,LNKD,7/12/2012 9:52,LNKD,,,,-12,88.560908,-1062.73,-179.34,ST,100,allocation,12,736,S,IB9048,463
