filecode,Symbol,Trade_Time,Underlying,Expiry,Strike,O_Type,Q,Price,Basis,Realized_PL,Codes,TotalQ,bkrType,yr,inputLine,SecType,Account,bkrGroup
60518S,ANR,7/31/2012 10:04,ANR,,,,-300,6.752203,2025.66,94.63,ST,-300,allocation,12,948,S,IB9048,56
60518S,LNKD,7/31/2012 10:24,LNKD,,,,-80,93.70143,-7496.11,-672.5,ST,80,allocation,12,949,S,IB9048,511
60518S,LNKD,7/31/2012 10:24,LNKD,,,,-6,93.70143,-562.21,-50.65,ST,20,allocation,12,950,S,IB9048,510
60518S,LNKD,7/31/2012 10:24,LNKD,,,,-12,93.709576,-1124.51,-101.21,ST,20,allocation,12,951,S,IB9048,510
60518S,LNKD,7/31/2012 10:24,LNKD,,,,-2,93.709576,-187.42,-16.87,ST,20,allocation,12,952,S,IB9048,510
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-20,102.317584,-2046.35,4.04,ST,100,allocation,12,953,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-20,102.325084,-2046.5,4.19,ST,100,allocation,12,954,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-10,102.371702,-1023.72,2.56,ST,100,allocation,12,955,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-8,102.335821,-818.69,1.76,ST,100,allocation,12,956,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-6,102.316734,-613.9,1.21,ST,100,allocation,12,957,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-5,102.259138,-511.3,0.72,ST,100,allocation,12,958,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-3,102.316734,-306.95,0.6,ST,100,allocation,12,959,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-2,102.137163,-204.27,0.04,ST,100,allocation,12,960,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-1,102.11719,-102.12,0,ST,100,allocation,12,961,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-1,102.335821,-102.34,0.22,ST,100,allocation,12,962,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-12,102.347939,-1228.18,2.79,ST,100,allocation,12,963,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-10,102.337323,-1023.37,2.22,ST,100,allocation,12,964,S,IB9048,513
60518S,LNKD,7/31/2012 11:23,LNKD,,,,-2,102.262044,-204.52,0.29,ST,100,allocation,12,965,S,IB9048,513
60518S,LNKD,8/1/2012,LNKD,,,,-100,,,778.05,ST,,wash,12,966,S,IB9048,514
60518S,LNKD,8/1/2012 9:25,LNKD,,,,-42,95.999639,-4031.98,-273.34,ST,42,allocation,12,967,S,IB9048,516
60518S,LNKD,8/1/2012 9:25,LNKD,,,,-47,95.999639,-4511.98,-306.49,ST,58,allocation,12,968,S,IB9048,515
60518S,LNKD,8/1/2012 9:25,LNKD,,,,-6,96.137092,-576.82,-38.3,ST,58,allocation,12,969,S,IB9048,515
60518S,LNKD,8/1/2012 9:25,LNKD,,,,-2,95.836898,-191.67,-13.37,ST,58,allocation,12,970,S,IB9048,515
60518S,LNKD,8/1/2012 9:25,LNKD,,,,-3,95.917728,-287.75,-19.81,ST,58,allocation,12,971,S,IB9048,515
60518S,LNKD,8/2/2012,LNKD,,,,-25,,,268.99,ST,,wash,12,972,S,IB9048,535
60518S,LNKD,8/2/2012,LNKD,,,,-75,,,807.69,ST,,wash,12,973,S,IB9048,534
60518S,LNKD,8/2/2012,LNKD,,,,-40,,,230.64,ST,,wash,12,974,S,IB9048,533
60518S,LNKD,8/2/2012,LNKD,,,,-60,,,347.02,ST,,wash,12,975,S,IB9048,532
60518S,LNKD,8/2/2012,LNKD,,,,-15,,,115.5,ST,,wash,12,976,S,IB9048,530
60518S,LNKD,8/2/2012,LNKD,,,,-85,,,651.97,ST,,wash,12,977,S,IB9048,529
60518S,LNKD,8/2/2012,LNKD,,,,-100,,,607.45,ST,,wash,12,978,S,IB9048,528
60518S,LNKD,8/2/2012,LNKD,,,,-100,,,1150.45,ST,,wash,12,979,S,IB9048,526
60518S,LNKD,8/2/2012,LNKD,,,,-38,,,247.31,ST,,wash,12,980,S,IB9048,524
60518S,LNKD,8/2/2012,LNKD,,,,-62,,,404,ST,,wash,12,981,S,IB9048,523
60518S,LNKD,8/2/2012,LNKD,,,,-100,,,841.23,ST,,wash,12,982,S,IB9048,521
60518S,ATML,8/2/2012 8:09,ATML,,,,-200,5.451603,1090.32,121.35,ST,-200,allocation,12,983,S,IB9048,156
60518S,ATML,8/2/2012 8:09,ATML,,,,-200,5.451603,1090.32,111.35,ST,-200,allocation,12,984,S,IB9048,155
60518S,ATML,8/2/2012 8:09,ATML,,,,-100,5.451603,545.16,40.67,ST,-100,allocation,12,985,S,IB9048,154
60518S,ATML,8/2/2012 8:09,ATML,,,,-200,5.451603,1090.32,81.33,ST,-200,allocation,12,986,S,IB9048,153
60518S,ATML,8/2/2012 8:09,ATML,,,,-200,5.451603,1090.32,40.81,ST,-200,allocation,12,987,S,IB9048,152
60518S,LNKD,8/2/2012 12:00,LNKD,,,,-12,85.318639,-1023.82,-92.36,ST,100,allocation,12,988,S,IB9048,522
60518S,LNKD,8/2/2012 12:00,LNKD,,,,-6,85.310492,-511.86,-46.23,ST,100,allocation,12,989,S,IB9048,522
60518S,LNKD,8/2/2012 12:00,LNKD,,,,-2,85.318638,-170.64,-15.39,ST,100,allocation,12,990,S,IB9048,522
60518S,LNKD,8/2/2012 12:00,LNKD,,,,-80,85.346523,-6827.72,-613.49,ST,100,allocation,12,991,S,IB9048,522
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-47,87.226759,-4099.66,-272.08,ST,100,allocation,12,992,S,IB9048,525
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-6,87.364212,-524.19,-33.91,ST,100,allocation,12,993,S,IB9048,525
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-2,87.064018,-174.13,-11.9,ST,100,allocation,12,994,S,IB9048,525
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-4,87.239838,-348.96,-23.1,ST,100,allocation,12,995,S,IB9048,525
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-3,87.144848,-261.43,-17.61,ST,100,allocation,12,996,S,IB9048,525
60518S,LNKD,8/2/2012 13:11,LNKD,,,,-38,87.251139,-3315.54,-219.05,ST,100,allocation,12,997,S,IB9048,525
60518S,ANR,8/2/2012 13:20,ANR,,,,-300,6.752203,2025.66,94.63,ST,-300,allocation,12,998,S,IB9048,58
60518S,ARNA,8/2/2012 13:36,ARNA,,,,-150,7.681603,1152.24,216.01,ST,-150,allocation,12,999,S,IB9048,126
60518S,ARNA,8/2/2012 13:36,ARNA,,,,-40,7.681603,307.26,57.04,ST,-50,allocation,12,1000,S,IB9048,125
60518S,ARNA,8/2/2012 13:36,ARNA,,,,-10,7.681603,76.82,14.26,ST,-50,allocation,12,1001,S,IB9048,125
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-42,82.248026,-3454.42,-452.22,ST,100,allocation,12,1002,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-28,82.242485,-2302.79,-301.63,ST,100,allocation,12,1003,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-12,82.246904,-986.96,-129.22,ST,100,allocation,12,1004,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-6,82.255725,-493.53,-64.56,ST,100,allocation,12,1005,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-6,82.265839,-493.6,-64.5,ST,100,allocation,12,1006,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-5,82.256498,-411.28,-53.79,ST,100,allocation,12,1007,S,IB9048,527
60518S,LNKD,8/2/2012 15:45,LNKD,,,,-1,82.24879,-82.25,-10.77,ST,100,allocation,12,1008,S,IB9048,527
60518S,LNKD,8/2/2012 16:34,LNKD,,,,-80,89.84289,-7187.43,-533.78,ST,100,allocation,12,1009,S,IB9048,531
60518S,LNKD,8/2/2012 16:34,LNKD,,,,-5,89.815006,-449.08,-33.5,ST,100,allocation,12,1010,S,IB9048,531
60518S,LNKD,8/2/2012 16:34,LNKD,,,,-7,89.823248,-628.76,-46.84,ST,100,allocation,12,1011,S,IB9048,531
60518S,LNKD,8/2/2012 16:34,LNKD,,,,-6,89.815102,-538.89,-40.2,ST,100,allocation,12,1012,S,IB9048,531
60518S,LNKD,8/2/2012 16:34,LNKD,,,,-2,89.823248,-179.65,-13.38,ST,100,allocation,12,1013,S,IB9048,531
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-42,89.743227,-3769.22,-368.42,ST,100,allocation,12,1014,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-5,89.742104,-448.71,-43.87,ST,100,allocation,12,1015,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-28,89.737686,-2512.66,-245.77,ST,100,allocation,12,1016,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-6,89.770382,-538.62,-52.47,ST,100,allocation,12,1017,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-5,89.76104,-448.81,-43.77,ST,100,allocation,12,1018,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-6,89.760267,-538.56,-52.53,ST,100,allocation,12,1019,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-1,89.753332,-89.75,-8.76,ST,100,allocation,12,1020,S,IB9048,536
60518S,LNKD,8/2/2012 18:17,LNKD,,,,-7,89.751446,-628.26,-61.35,ST,100,allocation,12,1021,S,IB9048,536
60518S,AAPL 17NOV12 660.0 C,8/3/2012 11:52,AAPL,2012-11-17 00:00:00,660,C,-1,18.693389,-1869.34,-2497.05,ST,2,allocation,12,1022,O,IB9048,587
60518S,AAPL 17NOV12 665.0 C,8/3/2012 11:54,AAPL,2012-11-17 00:00:00,665,C,-1,17.189023,-1718.9,343.22,ST,1,allocation,12,1023,O,IB9048,589
60518S,AAPL 20OCT12 660.0 C,8/3/2012 11:55,AAPL,2012-10-20 00:00:00,660,C,-1,12.489128,-1248.91,-2325.78,ST,1,allocation,12,1024,O,IB9048,584
60518S,AAPL 17NOV12 660.0 C,8/3/2012 11:56,AAPL,2012-11-17 00:00:00,660,C,-1,18.688989,-1868.9,-2497.49,ST,2,allocation,12,1025,O,IB9048,587
60518S,ARNA,8/3/2012 14:54,ARNA,,,,-100,7.425006,742.5,84.68,ST,-100,allocation,12,1026,S,IB9048,121
60518S,ARNA,8/3/2012 14:54,ARNA,,,,-100,7.420627,742.06,84.42,ST,-100,allocation,12,1027,S,IB9048,120
60518S,ARNA,8/3/2012 14:54,ARNA,,,,-280,7.420627,2077.78,131.58,ST,-280,allocation,12,1028,S,IB9048,119
60518S,ARNA,8/3/2012 14:54,ARNA,,,,-20,7.420627,148.41,8.72,ST,-20,allocation,12,1029,S,IB9048,118
60518S,ANR,8/6/2012 11:15,ANR,,,,-300,6.752203,2025.66,79.63,ST,-300,allocation,12,1030,S,IB9048,60
60518S,ANR,8/8/2012 10:52,ANR,,,,-300,6.271503,1881.45,103.84,ST,-300,allocation,12,1031,S,IB9048,63
60518S,ANR,8/8/2012 14:39,ANR,,,,-300,6.312203,1893.66,271.63,ST,-300,allocation,12,1032,S,IB9048,70
60518S,ANR,8/8/2012 15:25,ANR,,,,-300,6.271503,1881.45,193.84,ST,-300,allocation,12,1033,S,IB9048,69
60518S,ANR,8/8/2012 15:25,ANR,,,,-100,6.205706,620.57,41.19,ST,-300,allocation,12,1034,S,IB9048,68
60518S,ANR,8/9/2012 9:43,ANR,,,,-200,6.202203,1240.44,83.09,ST,-300,allocation,12,1035,S,IB9048,68
60518S,ANR,8/14/2012 9:55,ANR,,,,-300,7.012203,2103.66,61.63,ST,-300,allocation,12,1036,S,IB9048,76
60518S,ANR,8/15/2012 9:39,ANR,,,,-300,6.612203,1983.66,91.63,ST,-300,allocation,12,1037,S,IB9048,75
60518S,ARNA,8/16/2012 9:44,ARNA,,,,-100,7.881503,788.15,74.02,ST,-100,allocation,12,1038,S,IB9048,124
60518S,ARNA,8/16/2012 9:44,ARNA,,,,-100,7.881503,788.15,73.32,ST,-100,allocation,12,1039,S,IB9048,123
60518S,AAPL 17NOV12 720.0 C,8/17/2012,AAPL,2012-11-17 00:00:00,720,C,-1,10.243578,-1024.36,1024.36,ST,1,allocation,12,1040,O,IB9048,591
60518S,ANR,8/20/2012 9:35,ANR,,,,-200,6.412203,1282.44,41.09,ST,-200,allocation,12,1041,S,IB9048,74
60518S,ANR,8/23/2012 9:58,ANR,,,,-300,6.912203,2073.66,106.63,ST,-300,allocation,12,1042,S,IB9048,78
60518S,AAPL 22DEC12 660.0 C,8/29/2012 13:51,AAPL,2012-12-22 00:00:00,660,C,-1,50.731971,-5073.2,2817.44,ST,3,allocation,12,1043,O,IB9048,594
60518S,AAPL 22DEC12 660.0 C,8/29/2012 15:35,AAPL,2012-12-22 00:00:00,660,C,-2,49.954989,-9991,5479.48,ST,3,allocation,12,1044,O,IB9048,594
60518S,ARNA,9/6/2012,ARNA,,,,200,,,552.97,ST,,wash,12,1045,S,IB9048,130
60518S,ARNA,9/6/2012 11:14,ARNA,,,,-100,11.374507,1137.45,-209.28,ST,-100,allocation,12,1046,S,IB9048,139
60518S,ARNA,9/6/2012 11:14,ARNA,,,,-100,11.3784,1137.84,-210.37,ST,-100,allocation,12,1047,S,IB9048,138
60518S,LNKD 18JAN14 150.0 C,9/6/2012 13:11,LNKD,2014-01-18 00:00:00,150,C,-1,13.496606,-1349.66,699.4,ST,1,allocation,12,1048,O,IB9048,831
60518S,LNKD 18JAN14 150.0 C,9/6/2012 13:29,LNKD,2014-01-18 00:00:00,150,C,-1,13.996594,-1399.66,729.4,ST,1,allocation,12,1049,O,IB9048,830
60518S,ARNA,9/7/2012,ARNA,,,,200,,,500.58,ST,,wash,12,1050,S,IB9048,131
60518S,ARNA,9/7/2012 9:44,ARNA,,,,-200,11.114513,2222.9,-279.27,ST,-200,allocation,12,1051,S,IB9048,140
60518S,C 17NOV12 35.0 C,9/7/2012 14:34,C,2012-11-17 00:00:00,35,C,-2,0.822389,-164.48,46.46,ST,2,allocation,12,1052,O,IB9048,772
60518S,C 17NOV12 35.0 C,9/7/2012 14:34,C,2012-11-17 00:00:00,35,C,-2,0.822389,-164.48,22.96,ST,2,allocation,12,1053,O,IB9048,771
60518S,ANR,9/10/2012,ANR,,,,100,,,1098.54,ST,,wash,12,1054,S,IB9048,82
60518S,ANR,9/10/2012,ANR,,,,200,,,2197.08,ST,,wash,12,1055,S,IB9048,81
60518S,ANR,9/10/2012 12:09,ANR,,,,-100,18.101131,1810.11,-944.29,ST,-200,allocation,12,1056,S,IB9048,86
60518S,ANR,9/10/2012 12:09,ANR,,,,-100,18.095876,1809.59,-1043.77,ST,-200,allocation,12,1057,S,IB9048,85
60518S,ANR,9/10/2012 12:09,ANR,,,,-100,18.095876,1809.59,-1043.77,ST,-200,allocation,12,1058,S,IB9048,85
60518S,ARNA,9/12/2012,ARNA,,,,100,,,249.94,ST,,wash,12,1059,S,IB9048,135
60518S,ARNA,9/12/2012,ARNA,,,,100,,,250.64,ST,,wash,12,1060,S,IB9048,134
60518S,ANR,9/12/2012 10:28,ANR,,,,-300,7.112203,2133.66,61.63,ST,-300,allocation,12,1061,S,IB9048,84
60518S,ARNA,9/12/2012 10:37,ARNA,,,,100,,,209.28,ST,,wash,12,1062,S,IB9048,139
60518S,ARNA,9/12/2012 10:37,ARNA,,,,100,,,210.37,ST,,wash,12,1063,S,IB9048,138
60518S,ARNA,9/12/2012 15:06,ARNA,,,,-100,8.355106,835.51,92.31,ST,-200,allocation,12,1064,S,IB9048,136
60518S,ARNA,9/12/2012 15:06,ARNA,,,,-100,8.3481,834.81,93.01,ST,-200,allocation,12,1065,S,IB9048,136
60518S,ANR,9/17/2012,ANR,,,,200,,,2087.53,ST,,wash,12,1066,S,IB9048,87
60518S,ANR,9/17/2012 9:30,ANR,,,,-100,18.631854,1863.19,-997.01,ST,-100,allocation,12,1067,S,IB9048,89
60518S,ANR,9/17/2012 9:30,ANR,,,,-100,18.631854,1863.19,-997.72,ST,-100,allocation,12,1068,S,IB9048,88
60518S,ARNA,9/24/2012 15:26,ARNA,,,,200,,,279.27,ST,,wash,12,1069,S,IB9048,140
60518S,ALXA 17NOV12 5.0 P,10/5/2012,ALXA,2012-11-17 00:00:00,5,P,-5,0.699892,-349.95,0,ST,5,allocation,12,1070,O,IB9048,623
60518S,ANR,10/16/2012,ANR,,,,200,,,1940.73,ST,,wash,12,1071,S,IB9048,94
60518S,ANR,10/16/2012,ANR,,,,200,,,1961.93,ST,,wash,12,1072,S,IB9048,92
60518S,ANR,10/16/2012,ANR,,,,200,,,1994.73,ST,,wash,12,1073,S,IB9048,90
60518S,ANR,10/16/2012 9:30,ANR,,,,-100,18.484351,1848.44,-980.61,ST,-200,allocation,12,1074,S,IB9048,91
60518S,ANR,10/16/2012 9:30,ANR,,,,-100,18.491357,1849.14,-981.32,ST,-200,allocation,12,1075,S,IB9048,91
60518S,ANR,10/16/2012 9:34,ANR,,,,-100,18.385358,1838.54,-970.72,ST,-200,allocation,12,1076,S,IB9048,93
60518S,ANR,10/16/2012 9:34,ANR,,,,-100,18.378351,1837.84,-970.01,ST,-200,allocation,12,1077,S,IB9048,93
60518S,ANR,10/16/2012 10:45,ANR,,,,-100,18.299358,1829.94,-962.18,ST,-200,allocation,12,1078,S,IB9048,95
60518S,ANR,10/16/2012 10:45,ANR,,,,-100,18.292352,1829.24,-961.47,ST,-200,allocation,12,1079,S,IB9048,95
60518S,ANR,10/18/2012,ANR,,,,200,,,1923.65,ST,,wash,12,1080,S,IB9048,97
60518S,ANR,10/18/2012 10:10,ANR,,,,-100,19.193359,1919.34,-941.58,ST,-200,allocation,12,1081,S,IB9048,98
60518S,ANR,10/18/2012 10:10,ANR,,,,-100,19.186353,1918.64,-940.88,ST,-200,allocation,12,1082,S,IB9048,98
60518S,AAPL 22DEC12 665.0 C,10/19/2012,AAPL,2012-12-22 00:00:00,665,C,-1,15.06907,-1506.91,1506.91,ST,3,allocation,12,1083,O,IB9048,597
60518S,ALXA,10/23/2012 9:44,ALXA,,,,-300,5.151603,1545.48,41,ST,-300,allocation,12,1084,S,IB9048,31
60518S,LNKD,11/16/2012,LNKD,,,,-100,,,876.93,ST,,wash,12,1085,S,IB9048,539
60518S,ALXA,11/16/2012 16:20,ALXA,,,,-100,4.300108,430.01,131.82,ST,-200,allocation,12,1086,S,IB9048,34
60518S,ALXA,11/16/2012 16:20,ALXA,,,,-100,4.300108,430.01,131.47,ST,-100,allocation,12,1087,S,IB9048,32
60518S,AAPL 22DEC12 665.0 C,11/26/2012,AAPL,2012-12-22 00:00:00,665,C,-2,0.912387,-182.48,182.48,ST,3,allocation,12,1088,O,IB9048,597
60518S,AMZN 22DEC12 260.0 C,11/29/2012 15:40,AMZN,2012-12-22 00:00:00,260,C,-1,3.083139,-308.31,52.93,ST,2,allocation,12,1089,O,IB9048,647
60518S,AMZN 22DEC12 260.0 C,11/29/2012 15:40,AMZN,2012-12-22 00:00:00,260,C,-1,3.089139,-308.91,53.53,ST,2,allocation,12,1090,O,IB9048,647
60518S,ALXA,11/30/2012 10:49,ALXA,,,,-100,5.525106,552.51,9.32,ST,-200,allocation,12,1091,S,IB9048,34
60518S,ALXA,11/30/2012 13:14,ALXA,,,,-200,5.511603,1102.32,23.33,ST,-200,allocation,12,1092,S,IB9048,36
60518S,CADX,12/3/2012,CADX,,,,300,,,1451.84,LT,,wash,12,1093,S,IB9048,205
60518S,CADX,12/3/2012 15:08,CADX,,,,-200,9.05097,1810.19,-906.53,LT,-200,allocation,12,1094,S,IB9048,207
60518S,CADX,12/3/2012 15:08,CADX,,,,-100,8.991271,899.13,-448.16,LT,-100,allocation,12,1095,S,IB9048,206
